Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Spread High-Low,Spread Close-Open
20-July-2011,281.10,283.00,279.15,279.40,281.116479152878888153,7555,218,2123835.00,3.85,-1.70
21-July-2011,278.00,282.00,277.00,281.35,280.676848415643733942,7006,185,1966422.00,5.00,3.35
22-July-2011,282.00,291.00,281.10,289.90,287.773331437913142369,42207,975,12146049.00,9.90,7.90
25-July-2011,290.00,294.80,289.90,292.00,292.426445270025371511,44144,1120,12908873.00,4.90,2.00
26-July-2011,292.20,292.45,286.00,286.80,288.936681380707721253,13819,487,3992816.00,6.45,-5.40
27-July-2011,286.00,290.00,285.85,287.45,288.559146951016327890,12004,425,3463864.00,4.15,1.45
28-July-2011,290.00,294.00,286.55,287.75,290.179962937768290680,42631,1020,12370662.00,7.45,-2.25
29-July-2011,288.50,290.25,285.50,286.15,287.482943837165473049,21224,374,6101538.00,4.75,-2.35
1-August-2011,290.70,294.00,286.10,287.15,289.240895522388059701,46900,1123,13565398.00,7.90,-3.55
2-August-2011,287.00,287.00,280.20,281.90,283.513426175271216434,12997,404,3684824.00,6.80,-5.10
3-August-2011,280.00,280.00,268.35,269.90,270.833937363238512035,58496,1307,15842702.00,11.65,-10.10
4-August-2011,272.50,274.50,270.20,272.95,272.948029836225068915,12334,510,3366541.00,4.30,0.45
5-August-2011,267.00,269.85,263.05,268.30,267.610109799047027139,24135,817,6458770.00,6.80,1.30
8-August-2011,265.55,272.90,260.30,271.80,269.416980458352269038,61612,790,16599319.00,12.60,6.25
9-August-2011,265.00,273.95,260.55,272.25,268.515162067264443864,34461,682,9253301.00,13.40,7.25
10-August-2011,275.00,278.00,274.55,276.40,276.014983654195423174,11012,331,3039477.00,3.45,1.40
11-August-2011,275.00,275.90,270.30,272.70,272.742666232073011734,6136,261,1673549.00,5.60,-2.30
12-August-2011,277.35,277.35,266.00,268.85,270.130599848139711465,17121,417,4624906.00,11.35,-8.50
16-August-2011,270.00,272.45,265.00,266.30,268.445012085255987695,18204,293,4886773.00,7.45,-3.70
17-August-2011,265.10,266.70,258.10,263.30,262.345664665246303828,15489,432,4063472.00,8.60,-1.80
18-August-2011,264.00,265.05,259.00,260.65,260.997422680412371134,8536,376,2227874.00,6.05,-3.35
19-August-2011,259.00,260.00,253.00,257.95,256.369305511309334182,12556,555,3218973.00,7.00,-1.05
22-August-2011,257.00,260.00,254.00,257.90,256.374048525214081826,8408,361,2155593.00,6.00,0.90
23-August-2011,258.00,268.00,256.00,263.15,260.067246004899101831,17146,637,4459113.00,12.00,5.15
24-August-2011,264.90,264.95,253.90,255.10,258.240485183033120278,13768,542,3555455.00,11.05,-9.80
25-August-2011,256.00,259.40,254.60,256.15,256.045909293019119608,8996,432,2303389.00,4.80,0.15
