Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Spread High-Low,Spread Close-Open
20-July-2011,135.45,135.45,130.00,130.50,132.501560874089490114,12493,368,1655342.00,5.45,-4.95
21-July-2011,130.00,130.00,126.00,126.70,127.657986662432518259,6298,255,803990.00,4.00,-3.30
22-July-2011,125.50,130.00,125.50,129.00,128.370563092362014495,5381,249,690762.00,4.50,3.50
25-July-2011,129.00,133.00,127.55,131.45,131.226070154577883472,6728,398,882889.00,5.45,2.45
26-July-2011,131.50,131.95,127.60,129.10,129.833722998729351969,39350,236,5108957.00,4.35,-2.40
27-July-2011,132.00,132.00,125.00,129.05,127.791709630851722004,9698,346,1239324.00,7.00,-2.95
28-July-2011,128.00,129.25,126.50,127.65,127.364735158194098826,2813,181,358277.00,2.75,-0.35
29-July-2011,130.00,133.70,127.00,129.10,129.516767955121423123,40643,1002,5263950.00,6.70,-0.90
1-August-2011,128.25,129.00,125.50,125.80,126.772118551042810098,4555,255,577447.00,3.50,-2.45
2-August-2011,127.00,127.00,121.20,123.35,123.131342865152789458,7134,335,878419.00,5.80,-3.65
3-August-2011,123.50,124.50,118.00,124.25,123.390643742502998800,7503,252,925800.00,6.50,0.75
4-August-2011,123.00,127.90,123.00,126.35,126.485066570708888089,5558,217,703004.00,4.90,3.35
5-August-2011,121.00,124.30,117.00,121.80,120.398633646456020495,17565,509,2114802.00,7.30,0.80
8-August-2011,122.00,122.00,116.50,118.15,118.245274914089347079,6984,290,825825.00,5.50,-3.85
9-August-2011,117.00,117.35,114.05,115.20,115.729736888574960268,11326,349,1310755.00,3.30,-1.80
10-August-2011,118.00,120.40,117.00,119.30,118.980757738735508545,8367,223,995512.00,3.40,1.30
11-August-2011,118.00,124.00,116.05,120.50,118.657894736842105263,4218,206,500499.00,7.95,2.50
12-August-2011,122.00,122.15,117.05,118.40,118.970238095238095238,3696,197,439714.00,5.10,-3.60
16-August-2011,121.70,121.70,117.00,117.85,119.025359517550641719,6467,182,769737.00,4.70,-3.85
17-August-2011,118.05,118.05,113.10,115.65,114.983115338882282996,4205,215,483504.00,4.95,-2.40
18-August-2011,115.00,119.55,109.40,115.35,113.493208030756087142,11705,601,1328438.00,10.15,0.35
19-August-2011,111.50,118.40,108.00,115.10,112.904703974047039740,12330,363,1392115.00,10.40,3.60
22-August-2011,115.00,118.50,112.05,116.45,115.164615958240119313,10728,196,1235486.00,6.45,1.45
23-August-2011,113.00,118.95,113.00,118.20,117.089362971803669998,6703,430,784850.00,5.95,5.20
24-August-2011,118.90,120.70,116.25,118.05,118.845128590200863525,5327,176,633088.00,4.45,-0.85
25-August-2011,121.00,121.00,114.50,116.90,116.517462763225475089,3894,198,453719.00,6.50,-4.10
26-August-2011,118.95,119.00,111.25,113.95,114.790808713816771113,3351,273,384664.00,7.75,-5.00
29-August-2011,114.35,117.70,114.35,115.90,115.728296222166624968,3997,118,462566.00,3.35,1.55
30-August-2011,116.00,116.45,111.70,115.65,113.949318886664311231,25473,658,2902631.00,4.75,-0.35
2-September-2011,116.85,116.85,112.10,113.25,113.105909816930826882,8139,283,920569.00,4.75,-3.60
5-September-2011,113.00,113.55,111.05,112.60,112.392800632911392405,2528,160,284129.00,2.50,-0.40
6-September-2011,118.50,118.50,111.00,114.70,113.154141876430205949,10925,262,1236209.00,7.50,-3.80
7-September-2011,112.95,116.90,112.35,115.60,115.835670134177596864,6633,248,768338.00,4.55,2.65
8-September-2011,118.10,118.10,115.35,115.80,116.118166626879923609,4189,163,486419.00,2.75,-2.30
9-September-2011,116.00,116.00,114.05,114.65,115.215654629816421222,4957,161,571124.00,1.95,-1.35
12-September-2011,114.00,115.60,111.30,111.80,112.471850214536471200,7691,153,865021.00,4.30,-2.20
13-September-2011,115.70,115.70,112.60,112.80,113.938413685847589424,3215,137,366312.00,3.10,-2.90
14-September-2011,117.00,117.00,112.00,113.45,113.326114649681528662,2355,97,266883.00,5.00,-3.55
15-September-2011,113.45,113.55,110.05,111.25,110.982695652173913043,11500,383,1276301.00,3.50,-2.20
16-September-2011,113.45,113.45,111.00,111.50,111.975417163289630512,6712,156,751579.00,2.45,-1.95
19-September-2011,112.05,112.50,110.65,111.00,111.317695053544110147,3922,148,436588.00,1.85,-1.05
20-September-2011,112.00,112.60,110.20,111.25,111.261543327008222643,3162,134,351809.00,2.40,-0.75
21-September-2011,111.25,114.00,109.00,113.40,111.400706551961008799,30571,595,3405631.00,5.00,2.15
22-September-2011,112.00,112.65,110.05,111.00,111.167734716712440240,9831,289,1092890.00,2.60,-1.00
23-September-2011,110.05,111.75,108.35,110.65,109.825278810408921933,7532,309,827204.00,3.40,0.60
26-September-2011,105.10,111.75,105.10,107.90,107.356564019448946515,12340,297,1324780.00,6.65,2.80
27-September-2011,111.70,111.70,107.65,108.40,108.916740703134915598,7879,177,858155.00,4.05,-3.30
28-September-2011,108.00,110.00,107.40,108.95,108.990952543530215090,5858,294,638469.00,2.60,0.95
29-September-2011,108.15,110.00,106.95,109.45,108.350100973012667523,5447,205,590183.00,3.05,1.30
30-September-2011,110.00,111.00,109.05,109.20,109.554753309265944645,831,39,91040.00,1.95,-0.80
3-October-2011,107.00,108.95,103.00,104.00,104.137023217247097844,28944,348,3014142.00,5.95,-3.00
4-October-2011,105.00,106.95,103.00,104.10,104.164647956671590349,10155,156,1057792.00,3.95,-0.90
5-October-2011,103.90,105.20,103.20,103.95,104.553730480046269519,8645,124,903867.00,2.00,0.05
7-October-2011,105.00,106.00,103.50,104.05,104.387127397000189861,5267,128,549807.00,2.50,-0.95
