Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Spread High-Low,Spread Close-Open
20-July-2011,1601.00,1684.80,1581.00,1600.00,1641.621523056001977994,16178,1484,26558153.00,103.80,-1.00
21-July-2011,1626.50,1659.95,1609.00,1616.95,1635.503094059405940594,4848,374,7928919.00,50.95,-9.55
22-July-2011,1639.60,1653.00,1632.00,1635.75,1642.281218781218781218,2002,171,3287847.00,21.00,-3.85
25-July-2011,1628.90,1630.00,1600.00,1610.95,1614.400900900900900900,666,65,1075191.00,30.00,-17.95
26-July-2011,1625.00,1650.00,1606.05,1612.05,1631.605489773950484391,1858,160,3031523.00,43.95,-12.95
27-July-2011,1627.95,1628.85,1590.05,1607.45,1605.958268933539412673,647,66,1039055.00,38.80,-20.50
28-July-2011,1594.05,1639.90,1593.00,1603.75,1613.962318840579710144,4140,324,6681804.00,46.90,9.70
29-July-2011,1592.30,1618.00,1592.25,1596.15,1600.547081712062256809,1285,92,2056703.00,25.75,3.85
1-August-2011,1600.00,1623.40,1565.00,1595.25,1591.676165803108808290,1930,143,3071935.00,58.40,-4.75
2-August-2011,1573.10,1650.00,1570.00,1623.70,1624.363287671232876712,5475,494,8893389.00,80.00,50.60
3-August-2011,1600.00,1635.00,1590.70,1602.65,1612.674127126230975828,2234,191,3602714.00,44.30,2.65
4-August-2011,1603.00,1616.95,1571.00,1572.80,1586.476112026359143327,607,90,962991.00,45.95,-30.20
5-August-2011,1560.00,1575.00,1501.00,1552.55,1544.246690734055354993,1662,216,2566538.00,74.00,-7.45
8-August-2011,1545.50,1573.00,1489.90,1506.80,1503.884700665188470066,2255,203,3391260.00,83.10,-38.70
9-August-2011,1485.00,1520.00,1460.00,1469.05,1490.688495575221238938,1695,140,2526717.00,60.00,-15.95
10-August-2011,1500.00,1600.00,1469.00,1578.75,1556.763631062299543201,10289,1163,16017541.00,131.00,78.75
11-August-2011,1555.00,1835.00,1550.00,1759.75,1729.819585526803588640,53948,5220,93320307.00,285.00,204.75
12-August-2011,1788.95,1788.95,1661.10,1687.45,1711.257028753993610223,6260,884,10712469.00,127.85,-101.50
16-August-2011,1718.40,1750.00,1631.00,1654.20,1704.260180578588538787,5427,773,9249020.00,119.00,-64.20
17-August-2011,1670.00,1699.90,1640.00,1665.15,1670.012624584717607973,1505,215,2513369.00,59.90,-4.85
18-August-2011,1670.00,1675.90,1650.00,1657.20,1653.984282907662082514,1527,126,2525634.00,25.90,-12.80
19-August-2011,1620.00,1645.00,1575.00,1580.05,1599.884452794739314232,2129,185,3406154.00,70.00,-39.95
22-August-2011,1588.00,1678.95,1545.05,1628.45,1634.580315691736304549,4308,456,7041772.00,133.90,40.45
23-August-2011,1630.10,1680.00,1607.00,1633.55,1639.905829596412556053,1338,162,2194194.00,73.00,3.45
24-August-2011,1650.00,1733.00,1620.00,1627.30,1678.007338225483655770,4497,512,7545999.00,113.00,-22.70
25-August-2011,1649.50,1669.80,1610.00,1616.80,1639.802513464991023339,557,55,913370.00,59.80,-32.70
26-August-2011,1632.55,1660.00,1581.25,1608.75,1626.703241232731137088,3764,187,6122911.00,78.75,-23.80
29-August-2011,1659.00,1659.00,1600.55,1611.80,1620.807331628303495311,1173,109,1901207.00,58.45,-47.20
30-August-2011,1657.95,1657.95,1614.50,1628.55,1627.083850931677018633,644,78,1047842.00,43.45,-29.40
2-September-2011,1663.95,1663.95,1618.00,1630.15,1632.213953488372093023,645,96,1052778.00,45.95,-33.80
5-September-2011,1636.00,1757.00,1617.00,1686.25,1712.904352313779459831,5813,733,9957113.00,140.00,50.25
6-September-2011,1723.85,1723.85,1686.05,1701.85,1700.878472222222222222,2304,196,3918824.00,37.80,-22.00
7-September-2011,1710.00,1737.90,1681.00,1690.20,1716.635451505016722408,2990,296,5132740.00,56.90,-19.80
8-September-2011,1682.00,1700.00,1671.00,1687.40,1685.004792332268370607,626,82,1054813.00,29.00,5.40
9-September-2011,1748.90,1748.90,1673.00,1678.00,1691.813780260707635009,537,75,908504.00,75.90,-70.90
12-September-2011,1651.00,1691.00,1651.00,1672.75,1677.749295774647887323,355,49,595601.00,40.00,21.75
13-September-2011,1695.00,1695.00,1651.10,1660.95,1666.161290322580645161,248,45,413208.00,43.90,-34.05
14-September-2011,1675.00,1680.00,1655.35,1661.40,1667.375000000000000000,56,30,93373.00,24.65,-13.60
15-September-2011,1671.00,1700.00,1646.00,1674.80,1683.174565086982603479,1667,112,2805852.00,54.00,3.80
16-September-2011,1675.00,1688.95,1635.00,1651.70,1659.402195608782435129,2004,149,3325442.00,53.95,-23.30
19-September-2011,1645.00,1725.00,1615.50,1686.40,1686.551040154813739719,2067,347,3486101.00,109.50,41.40
20-September-2011,1698.90,1699.00,1661.00,1666.00,1675.953671328671328671,1144,117,1917291.00,38.00,-32.90
21-September-2011,1687.90,1687.90,1665.25,1667.10,1675.464968152866242038,785,66,1315240.00,22.65,-20.80
22-September-2011,1667.00,1683.00,1645.00,1646.35,1655.371601208459214501,331,71,547928.00,38.00,-20.65
23-September-2011,1640.00,1665.00,1621.00,1632.70,1636.275713050993949870,1157,92,1893171.00,44.00,-7.30
26-September-2011,1630.00,1660.00,1602.00,1646.45,1633.363328822733423545,1478,137,2414111.00,58.00,16.45
27-September-2011,1652.00,1660.00,1625.00,1643.50,1650.036423841059602649,1208,90,1993244.00,35.00,-8.50
28-September-2011,1659.25,1659.25,1611.00,1623.15,1624.176223776223776223,715,51,1161286.00,48.25,-36.10
29-September-2011,1612.00,1619.00,1588.05,1594.00,1601.555397727272727272,704,103,1127495.00,30.95,-18.00
30-September-2011,1628.90,1649.45,1600.00,1614.20,1622.502089136490250696,1436,187,2329913.00,49.45,-14.70
3-October-2011,1460.85,1611.00,1460.85,1582.30,1596.398496240601503759,266,34,424642.00,150.15,121.45
4-October-2011,1581.05,1630.00,1563.05,1579.90,1612.242225859247135842,3055,154,4925400.00,66.95,-1.15
5-October-2011,1579.00,1624.00,1569.25,1575.15,1595.725690890481064483,977,110,1559024.00,54.75,-3.85
7-October-2011,1618.00,1618.00,1565.05,1577.20,1586.033018867924528301,212,55,336239.00,52.95,-40.80
10-October-2011,1599.00,1599.00,1567.00,1577.60,1585.117948717948717948,195,44,309098.00,32.00,-21.40
11-October-2011,1615.00,1615.00,1565.05,1577.35,1586.470092670598146588,1187,154,1883140.00,49.95,-37.65
12-October-2011,1591.00,1601.00,1579.00,1592.25,1591.955974842767295597,159,31,253121.00,22.00,1.25
13-October-2011,1599.90,1604.95,1561.00,1572.15,1592.223584354932866316,5139,337,8182437.00,43.95,-27.75
14-October-2011,1599.00,1624.00,1572.00,1596.50,1600.917924740874267688,17752,322,28419495.00,52.00,-2.50
17-October-2011,1609.00,1620.00,1586.20,1599.30,1600.100436681222707423,687,59,1099269.00,33.80,-9.70
18-October-2011,1620.00,1629.95,1566.00,1589.25,1585.295260295260295260,1287,67,2040275.00,63.95,-30.75
19-October-2011,1600.50,1600.50,1587.15,1591.70,1595.612903225806451612,496,41,791424.00,13.35,-8.80
20-October-2011,1585.10,1607.00,1581.55,1597.35,1596.367854183927091963,1207,92,1926816.00,25.45,12.25
