Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Spread High-Low,Spread Close-Open
20-July-2011,226.80,227.50,213.05,217.75,219.780612945542633713,4085159,43096,897838749.00,14.45,-9.05
21-July-2011,216.70,217.70,210.25,212.50,213.126685855737353495,1474103,19067,314170687.00,7.45,-4.20
22-July-2011,215.00,217.70,214.10,216.25,215.889959937831483475,783033,10177,169048963.00,3.60,1.25
25-July-2011,216.60,220.70,213.60,218.45,218.717934693097411351,491801,6503,107565699.00,7.10,1.85
26-July-2011,219.00,221.25,213.40,215.00,216.603139325277746575,747804,10431,161976694.00,7.85,-4.00
27-July-2011,215.70,216.45,213.35,214.20,214.574804599240154646,537741,5906,115385670.00,3.10,-1.50
28-July-2011,213.70,216.40,211.50,212.45,213.484709025569625016,531490,7220,113464988.00,4.90,-1.25
29-July-2011,212.30,214.45,211.30,212.35,213.036195055444905642,412211,5666,87815863.00,3.15,0.05
1-August-2011,214.00,215.20,210.10,211.65,212.575688341777928597,341836,4866,72666023.00,5.10,-2.35
2-August-2011,210.10,210.80,205.50,206.05,207.561715952768143934,570039,7943,118318273.00,5.30,-4.05
3-August-2011,204.10,210.00,199.75,209.10,205.615479177394791335,912710,11113,187667304.00,10.25,5.00
4-August-2011,210.10,213.20,203.35,204.60,207.294488590460269749,859018,9009,178069697.00,9.85,-5.50
5-August-2011,195.25,208.20,195.25,207.45,203.475978195670846122,1482091,14588,301569916.00,12.95,12.20
8-August-2011,200.05,210.40,200.00,204.70,205.983972776126679116,1575382,13047,324503443.00,10.40,4.65
9-August-2011,200.00,209.10,196.05,203.95,204.991182464480618085,1386215,12346,284161852.00,13.05,3.95
10-August-2011,205.10,211.75,205.10,209.95,209.480078626915996442,561131,8123,117545766.00,6.65,4.85
11-August-2011,208.25,211.30,206.60,207.15,208.832225964018081975,362571,4855,75716509.00,4.70,-1.10
12-August-2011,210.90,212.95,209.00,210.65,211.323405530248820473,687564,8666,145298366.00,3.95,-0.25
16-August-2011,212.50,216.00,209.20,210.45,213.208841107509941006,543959,7739,115976868.00,6.80,-2.05
17-August-2011,210.00,214.35,206.25,208.00,210.675886218679274968,495758,7461,104444256.00,8.10,-2.00
18-August-2011,207.00,210.40,201.25,203.35,205.953001305113672662,547845,7364,112830322.00,9.15,-3.65
19-August-2011,202.00,212.00,197.10,207.10,204.451343116091676342,1924815,21170,393531012.00,14.90,5.10
22-August-2011,209.00,210.90,204.60,208.10,207.857072876351741162,677737,10402,140872429.00,6.30,-0.90
23-August-2011,209.50,210.05,205.00,206.50,207.409279725962403953,594371,6795,123278061.00,5.05,-3.00
24-August-2011,207.00,208.30,197.65,199.70,203.254718074213258769,716341,9493,145599688.00,10.65,-7.30
25-August-2011,201.30,206.70,196.05,205.55,201.276074413454390499,1607505,16596,323552296.00,10.65,4.25
26-August-2011,204.00,205.55,198.00,199.80,200.813589517643002183,522020,6752,104828710.00,7.55,-4.20
29-August-2011,202.30,209.30,202.00,205.80,206.258748874114431815,908174,10285,187318833.00,7.30,3.50
30-August-2011,207.60,211.90,206.35,210.75,209.841882743804956035,960768,12212,201609366.00,5.55,3.15
2-September-2011,209.90,217.00,201.20,216.30,214.701777267373779462,885573,11191,190134097.00,15.80,6.40
5-September-2011,215.00,219.45,212.45,217.75,217.254533964568025535,466810,6602,101416589.00,7.00,2.75
6-September-2011,217.00,221.45,214.35,220.00,218.584572363667607900,512094,6277,111935848.00,7.10,3.00
7-September-2011,221.00,223.40,218.70,219.85,221.401025615678327381,404635,6009,89586604.00,4.70,-1.15
8-September-2011,220.10,222.25,217.70,220.70,220.231072211951580026,464106,5597,102210562.00,4.55,0.60
9-September-2011,220.20,223.85,217.00,218.05,220.464265625750796374,353791,5001,77998273.00,6.85,-2.15
