Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Spread High-Low,Spread Close-Open
20-July-2011,76.20,79.50,76.20,76.75,77.468631702745415119,27209,432,2107844.00,3.30,0.55
21-July-2011,76.75,77.40,74.70,74.95,75.675152535240900483,19012,213,1438736.00,2.70,-1.80
22-July-2011,75.85,77.35,75.50,76.90,76.530159298371218901,22348,275,1710296.00,1.85,1.05
25-July-2011,77.20,83.30,77.20,81.05,81.257245726367861488,200532,2114,16294678.00,6.10,3.85
26-July-2011,80.65,82.30,78.50,79.15,80.602273991913046704,53914,544,4345591.00,3.80,-1.50
27-July-2011,79.35,81.90,79.35,81.25,81.042116036784699520,65462,445,5305179.00,2.55,1.90
28-July-2011,83.50,90.50,82.00,88.35,87.528401663996118016,989185,8083,86581782.00,8.50,4.85
29-July-2011,89.40,91.00,87.90,88.75,89.787645553987297106,181376,1675,16285324.00,3.10,-0.65
1-August-2011,88.80,90.80,87.85,89.55,89.506131463520108729,64748,614,5795343.00,2.95,0.75
2-August-2011,90.00,90.00,87.85,88.05,88.792372881355932203,22656,229,2011680.00,2.15,-1.95
3-August-2011,87.00,93.15,87.00,89.60,90.744530321979706853,191099,2275,17341189.00,6.15,2.60
4-August-2011,88.60,92.40,88.60,90.05,90.784897813033658348,72612,893,6592073.00,3.80,1.45
5-August-2011,87.65,89.00,84.15,87.60,86.315439340202723972,47651,538,4113017.00,4.85,-0.05
8-August-2011,85.05,85.40,82.65,84.15,84.049963509796216246,35626,404,2994364.00,2.75,-0.90
9-August-2011,81.70,86.10,80.90,82.95,84.145928725106195178,72508,602,6101253.00,5.20,1.25
10-August-2011,84.50,87.00,84.00,86.40,85.781382865015082777,42101,444,3611482.00,3.00,1.90
11-August-2011,85.40,86.60,85.30,85.65,85.798694059563624781,6279,102,538730.00,1.30,0.25
12-August-2011,87.25,87.40,83.10,85.45,85.579490849606379715,19562,228,1674106.00,4.30,-1.80
16-August-2011,85.15,86.75,83.25,83.75,84.937789946003498364,13149,204,1116847.00,3.50,-1.40
17-August-2011,84.90,85.25,80.25,80.75,82.003699211643420254,16490,213,1352241.00,5.00,-4.15
18-August-2011,80.25,83.45,76.50,77.40,78.981257178657199540,19154,288,1512807.00,6.95,-2.85
19-August-2011,77.05,79.50,76.25,78.50,77.815012214079502553,9006,210,700802.00,3.25,1.45
22-August-2011,80.00,81.00,77.50,79.45,79.177844311377245508,8350,125,661135.00,3.50,-0.55
23-August-2011,79.00,81.40,78.40,79.20,79.533424491036159222,6582,144,523489.00,3.00,0.20
24-August-2011,78.75,80.35,77.00,78.00,78.579720793534166054,8166,134,641682.00,3.35,-0.75
25-August-2011,78.95,79.80,76.45,77.10,77.407464305078619193,11066,149,856591.00,3.35,-1.85
26-August-2011,78.40,78.55,75.05,75.60,76.664817974971558589,7032,176,539107.00,3.50,-2.80
29-August-2011,76.20,80.00,76.20,77.90,78.858113617830932318,7358,162,580238.00,3.80,1.70
30-August-2011,79.00,80.35,77.35,79.50,79.155026519292279039,24699,240,1955050.00,3.00,0.50
2-September-2011,79.00,82.00,78.80,80.60,80.558518793848441202,21523,276,1733861.00,3.20,1.60
5-September-2011,79.05,82.90,79.05,80.25,80.732814720622335253,13369,166,1079317.00,3.85,1.20
6-September-2011,80.80,81.45,78.50,80.10,79.850094414326612657,16417,153,1310899.00,2.95,-0.70
7-September-2011,80.50,83.00,80.50,81.60,81.780366396017789383,24509,259,2004355.00,2.50,1.10
8-September-2011,81.60,82.45,80.15,80.40,81.019110343338371841,9262,123,750399.00,2.30,-1.20
9-September-2011,80.05,81.80,78.55,79.00,80.193911486313635200,7818,154,626956.00,3.25,-1.05
12-September-2011,79.85,80.50,76.10,78.35,78.146091878946222512,27558,280,2153550.00,4.40,-1.50
13-September-2011,78.35,78.45,76.00,77.00,77.095391270589540236,18031,230,1390107.00,2.45,-1.35
14-September-2011,77.05,78.95,77.00,77.20,77.368982327848872638,6564,101,507850.00,1.95,0.15
15-September-2011,77.00,80.40,77.00,78.20,78.947774053071838090,31919,422,2519934.00,3.40,1.20
16-September-2011,79.00,80.80,77.60,77.95,79.504080292655473220,10661,232,847593.00,3.20,-1.05
19-September-2011,79.00,79.00,76.95,78.35,77.763306762663923887,7778,109,604843.00,2.05,-0.65
20-September-2011,78.50,79.15,77.35,78.05,78.266364376235321474,8601,98,673169.00,1.80,-0.45
21-September-2011,78.50,79.35,77.70,78.85,78.462423943430356849,6081,69,477130.00,1.65,0.35
22-September-2011,78.50,78.75,77.70,78.15,78.185697705562003392,11201,149,875758.00,1.05,-0.35
23-September-2011,78.40,79.00,76.05,77.10,76.995103686635944700,13888,235,1069308.00,2.95,-1.30
26-September-2011,77.50,78.00,73.05,74.15,75.376788878288128662,14674,286,1106079.00,4.95,-3.35
27-September-2011,76.00,77.60,73.60,74.35,75.711361200428724544,27990,224,2119161.00,4.00,-1.65
28-September-2011,75.00,76.00,74.60,75.10,75.367320046120902651,6071,131,457555.00,1.40,0.10
29-September-2011,75.50,76.60,75.00,76.45,75.814616447823082239,5788,118,438815.00,1.60,0.95
30-September-2011,76.00,76.50,74.70,75.00,75.124537072510407887,39153,166,2941351.00,1.80,-1.00
3-October-2011,75.00,75.00,73.85,74.45,74.745830937320299022,5217,109,389949.00,1.15,-0.55
4-October-2011,73.50,76.60,73.50,76.30,76.153809337336292041,22983,143,1750243.00,3.10,2.80
5-October-2011,77.60,77.65,74.55,75.90,76.028116118554608201,9852,112,749029.00,3.10,-1.70
7-October-2011,77.50,77.60,75.00,75.30,76.246981339187705817,11843,203,902993.00,2.60,-2.20
10-October-2011,75.15,76.25,74.75,75.40,75.376109215017064846,1465,62,110426.00,1.50,0.25
11-October-2011,76.00,77.10,75.70,76.10,76.502998696219035202,3835,55,293389.00,1.40,0.10
12-October-2011,77.45,77.45,75.25,76.40,75.960704607046070460,4428,41,336354.00,2.20,-1.05
13-October-2011,75.85,82.95,75.80,76.40,79.187679929135601978,54188,925,4291022.00,7.15,0.55
14-October-2011,77.70,78.35,75.25,75.65,76.331380156782009660,25258,332,1927978.00,3.10,-2.05
17-October-2011,77.00,77.35,74.95,75.20,75.760989936925225095,20769,246,1573480.00,2.40,-1.80
18-October-2011,75.15,75.45,73.35,74.90,74.334635098852819135,12291,147,913647.00,2.10,-0.25
19-October-2011,76.40,76.40,74.80,75.05,75.133240730847312747,9359,83,703172.00,1.60,-1.35
20-October-2011,74.75,75.35,73.50,73.70,74.070764167143674871,13976,149,1035213.00,1.85,-1.05
