Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Spread High-Low,Spread Close-Open
20-July-2011,2765.00,2771.00,2745.00,2751.65,2752.115949911295857451,77223,3005,212526650.00,26.00,-13.35
21-July-2011,2751.90,2782.00,2735.00,2767.30,2766.218199167021262878,77553,5200,214528520.00,47.00,15.40
22-July-2011,2778.00,2838.00,2775.50,2825.35,2816.590102045015018721,97212,8652,273806357.00,62.50,47.35
25-July-2011,2819.40,2823.00,2790.35,2806.60,2806.243386563432534881,49596,3217,139178447.00,32.65,-12.80
26-July-2011,2803.05,2824.00,2787.20,2799.60,2802.611610908068597132,42684,2336,119626674.00,36.80,-3.45
27-July-2011,2800.00,2833.65,2787.20,2796.05,2807.376357135117564199,46145,3477,129546382.00,46.45,-3.95
28-July-2011,2775.00,2775.00,2736.00,2747.40,2747.140739995978282726,49730,3629,136615309.00,39.00,-27.60
29-July-2011,2745.00,2778.50,2729.00,2766.80,2762.328286664745789349,38177,2471,105457407.00,49.50,21.80
1-August-2011,2780.00,2819.95,2780.00,2809.15,2808.175482153137593552,27792,2446,78044813.00,39.95,29.15
2-August-2011,2804.95,2804.95,2746.00,2752.85,2763.516863765904449879,44563,2801,123150602.00,58.95,-52.10
3-August-2011,2739.00,2740.00,2710.20,2732.05,2725.904623273951016265,37441,3124,102060595.00,29.80,-6.95
4-August-2011,2737.60,2757.90,2704.65,2708.30,2733.924997452359115459,49065,3004,134140030.00,53.25,-29.30
5-August-2011,2660.00,2660.00,2530.00,2590.55,2586.783589127218934911,216320,15506,559573026.00,130.00,-69.45
8-August-2011,2500.00,2500.00,2431.40,2468.00,2463.222697155036604577,258984,13864,637935267.00,68.60,-32.00
9-August-2011,2398.00,2439.00,2350.00,2377.10,2385.407668309146541033,333033,15886,794419472.00,89.00,-20.90
10-August-2011,2454.00,2475.10,2412.45,2445.60,2446.096802446623688026,139294,8866,340726608.00,62.65,-8.40
11-August-2011,2428.05,2465.00,2414.00,2438.95,2439.862532873712555400,95441,6098,232862920.00,51.00,10.90
12-August-2011,2482.05,2485.00,2343.70,2374.45,2387.815317023352697011,197793,13171,472293155.00,141.30,-107.60
16-August-2011,2411.25,2438.00,2375.20,2392.65,2400.933415000738481855,115101,5904,276349837.00,62.80,-18.60
17-August-2011,2400.00,2463.00,2400.00,2449.15,2438.633648717417117439,106114,7434,258773171.00,63.00,49.15
