Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Spread High-Low,Spread Close-Open
20-July-2011,1165.00,1176.05,1159.55,1162.05,1167.653760963940816868,22574,984,26358616.00,16.50,-2.95
21-July-2011,1158.95,1188.00,1147.00,1155.00,1159.217953869645583862,12443,807,14424149.00,41.00,-3.95
22-July-2011,1153.10,1167.00,1153.10,1162.10,1161.846995121428188495,18653,824,21671932.00,13.90,9.00
25-July-2011,1160.00,1188.80,1152.10,1181.70,1171.394900731452455590,23925,1359,28025623.00,36.70,21.70
26-July-2011,1175.50,1202.00,1156.10,1177.95,1186.147027413423362127,232222,11961,275449435.00,45.90,2.45
27-July-2011,1183.40,1214.95,1164.40,1206.45,1193.989016791635864399,66283,3664,79141174.00,50.55,23.05
28-July-2011,1198.00,1224.90,1178.00,1186.45,1203.489383235047974932,102762,5880,123672976.00,46.90,-11.55
29-July-2011,1188.25,1218.50,1188.25,1207.90,1210.379233928353596551,49186,2755,59533713.00,30.25,19.65
1-August-2011,1210.10,1228.00,1191.60,1208.75,1206.423503844408071193,72703,3192,87710608.00,36.40,-1.35
2-August-2011,1199.00,1216.00,1194.00,1212.15,1200.150319711707370935,99621,2106,119560175.00,22.00,13.15
3-August-2011,1200.00,1221.80,1196.60,1215.15,1211.006662228242154319,217795,2293,263751196.00,25.20,15.15
4-August-2011,1202.00,1215.00,1195.20,1200.75,1204.898653066562050477,38235,2022,46069300.00,19.80,-1.25
5-August-2011,1169.00,1200.00,1162.00,1193.15,1197.811827369197865347,292694,2267,350592335.00,38.00,24.15
8-August-2011,1187.00,1210.00,1165.00,1192.45,1190.071734371199221600,41110,2275,48923849.00,45.00,5.45
9-August-2011,1173.80,1211.80,1166.00,1207.80,1198.039324272831195224,39365,2565,47160818.00,45.80,34.00
10-August-2011,1223.00,1287.00,1219.35,1279.70,1251.403982369224554775,420855,5118,526659623.00,67.65,56.70
11-August-2011,1274.00,1281.00,1239.90,1247.45,1258.836334850583811597,60636,2658,76330800.00,41.10,-26.55
12-August-2011,1248.90,1268.00,1239.00,1246.90,1252.409124813525609149,40220,1892,50371895.00,29.00,-2.00
16-August-2011,1251.10,1258.00,1220.60,1225.60,1230.904339525078556938,25141,1512,30946166.00,37.40,-25.50
