Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Spread High-Low,Spread Close-Open
20-July-2011,755.00,755.00,733.05,734.35,741.343089430894308943,1230,88,911852.00,21.95,-20.65
21-July-2011,737.95,743.95,729.00,733.85,736.278846153846153846,936,66,689157.00,14.95,-4.10
22-July-2011,733.00,750.00,733.00,740.00,742.777300253955850752,5119,136,3802277.00,17.00,7.00
25-July-2011,744.00,754.00,730.10,746.90,742.943621134020618556,3104,98,2306097.00,23.90,2.90
26-July-2011,750.00,750.00,732.00,739.10,739.902094912355707567,2339,88,1730631.00,18.00,-10.90
27-July-2011,740.00,740.00,727.00,736.25,735.188628960615931299,3377,105,2482732.00,13.00,-3.75
28-July-2011,739.95,740.00,730.05,735.15,737.954747774480712166,4044,74,2984289.00,9.95,-4.80
29-July-2011,736.00,736.00,710.00,720.10,721.077413984461709211,3604,124,2598763.00,26.00,-15.90
1-August-2011,721.05,721.05,690.00,697.50,703.607190412782956058,2253,130,1585227.00,31.05,-23.55
2-August-2011,703.75,703.75,678.00,683.35,684.642429820524620340,2173,117,1487728.00,25.75,-20.40
3-August-2011,685.00,694.00,677.00,687.60,682.767815007078810759,2119,73,1446785.00,17.00,2.60
4-August-2011,697.85,697.85,680.00,680.70,683.765209125475285171,1052,57,719321.00,17.85,-17.15
5-August-2011,675.00,684.00,655.00,671.05,666.711176470588235294,3400,146,2266818.00,29.00,-3.95
8-August-2011,660.00,665.95,650.00,661.05,655.965026674570243034,1687,102,1106613.00,15.95,1.05
9-August-2011,645.00,657.00,637.05,641.35,645.195114111218257794,3111,126,2007202.00,19.95,-3.65
10-August-2011,655.00,663.95,645.05,655.45,653.921338155515370705,2212,96,1446474.00,18.90,0.45
11-August-2011,651.05,665.00,650.00,662.55,656.906016907011437095,2011,63,1321038.00,15.00,11.50
12-August-2011,670.00,694.95,662.00,673.05,674.764039641340254837,6357,100,4289475.00,32.95,3.05
16-August-2011,705.00,740.00,705.00,716.95,727.015105942116168705,14961,376,10876873.00,35.00,11.95
17-August-2011,734.95,734.95,712.00,717.20,718.973742399115533443,3618,83,2601247.00,22.95,-17.75
18-August-2011,701.00,727.45,681.50,683.70,695.693645990922844175,3966,97,2759121.00,45.95,-17.30
19-August-2011,668.00,709.75,662.10,678.65,673.234934786197787683,6057,142,4077784.00,47.65,10.65
22-August-2011,680.00,689.95,677.40,680.65,682.050069541029207232,719,37,490394.00,12.55,0.65
23-August-2011,678.30,700.00,678.30,699.60,695.333962264150943396,530,42,368527.00,21.70,21.30
24-August-2011,705.10,714.45,691.55,699.75,701.685058896466212027,1613,122,1131818.00,22.90,-5.35
25-August-2011,695.00,705.00,690.00,697.00,699.897018970189701897,369,77,258262.00,15.00,2.00
26-August-2011,690.00,705.00,680.00,682.30,692.077669902912621359,824,85,570272.00,25.00,-7.70
29-August-2011,675.00,700.00,673.30,678.15,679.886489449164154562,18245,156,12404529.00,26.70,3.15
30-August-2011,680.00,699.90,680.00,688.50,690.295216167817856229,3909,154,2698364.00,19.90,8.50
2-September-2011,694.95,699.90,686.00,696.25,692.975450081833060556,1222,56,846816.00,13.90,1.30
5-September-2011,687.05,715.00,687.05,704.95,704.439549180327868852,3904,89,2750132.00,27.95,17.90
6-September-2011,705.00,734.00,705.00,729.70,726.238623041671107321,9383,160,6814297.00,29.00,24.70
7-September-2011,733.55,739.00,723.25,725.20,730.710892710892710892,1221,40,892198.00,15.75,-8.35
8-September-2011,720.00,724.00,703.00,717.40,715.334975369458128078,2030,70,1452130.00,21.00,-2.60
9-September-2011,710.00,717.40,709.50,710.60,711.612155662439877568,2287,58,1627457.00,7.90,0.60
12-September-2011,710.00,715.00,703.00,710.00,709.979036295369211514,3196,69,2269093.00,12.00,0.00
13-September-2011,719.70,734.00,710.10,711.15,719.733278955954323001,1226,51,882393.00,23.90,-8.55
14-September-2011,702.00,724.90,702.00,712.45,712.584205518553758325,4204,42,2995704.00,22.90,10.45
15-September-2011,733.95,733.95,712.00,724.20,718.178923426838514025,1319,39,947278.00,21.95,-9.75
16-September-2011,715.25,722.75,710.20,711.30,715.183195592286501377,1452,49,1038446.00,12.55,-3.95
19-September-2011,719.00,762.75,719.00,756.45,749.110837236052912661,12171,306,9117428.00,43.75,37.45
20-September-2011,764.00,805.00,763.00,788.35,788.475900482733011511,26930,575,21233656.00,42.00,24.35
21-September-2011,798.00,840.00,788.05,821.55,820.773917715002014594,22337,1046,18333627.00,51.95,23.55
22-September-2011,814.95,818.80,791.00,796.30,807.595284327323162274,7210,244,5822762.00,27.80,-18.65
23-September-2011,770.00,800.00,756.25,780.60,782.615717966736940735,8538,217,6681973.00,43.75,10.60
26-September-2011,795.00,799.70,750.00,772.35,765.546309192200557103,5744,180,4397298.00,49.70,-22.65
27-September-2011,785.00,811.80,778.25,801.05,797.698801742919389978,7344,182,5858300.00,33.55,16.05
28-September-2011,822.00,822.00,790.00,791.00,798.628081198646689221,4138,132,3304723.00,32.00,-31.00
29-September-2011,797.95,799.00,785.10,797.65,792.366024518388791593,1713,62,1357323.00,13.90,-0.30
30-September-2011,802.95,808.95,765.00,786.90,790.637104072398190045,3315,103,2620962.00,43.95,-16.05
3-October-2011,800.00,800.00,784.00,789.60,789.880666666666666666,1500,73,1184821.00,16.00,-10.40
4-October-2011,814.00,850.00,795.00,803.60,811.834060373407782236,5731,231,4652621.00,55.00,-10.40
5-October-2011,810.00,814.95,791.00,796.40,802.728793998845931909,1733,76,1391129.00,23.95,-13.60
7-October-2011,801.00,825.00,801.00,813.15,816.362901596282077187,4949,120,4040180.00,24.00,12.15
10-October-2011,813.00,820.00,810.00,816.30,816.153873198171803586,17066,90,13928482.00,10.00,3.30
11-October-2011,820.00,820.00,808.00,809.50,812.673355629877369007,2691,81,2186904.00,12.00,-10.50
12-October-2011,819.70,835.00,810.00,830.10,826.898002714756641458,5157,89,4264313.00,25.00,10.40
13-October-2011,830.00,839.00,820.00,831.15,830.949240331491712707,2896,92,2406429.00,19.00,1.15
14-October-2011,826.65,859.85,826.65,851.85,847.333453237410071942,13900,340,11777935.00,33.20,25.20
17-October-2011,835.90,865.95,835.90,843.90,853.623390851821418789,3651,128,3116579.00,30.05,8.00
18-October-2011,833.25,840.00,830.00,832.65,833.268602540834845735,551,33,459131.00,10.00,-0.60
19-October-2011,838.95,848.95,830.00,833.25,837.713024282560706401,2718,106,2276904.00,18.95,-5.70
20-October-2011,830.00,837.00,814.00,828.35,827.705552439708356702,1783,49,1475799.00,23.00,-1.65
