Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Spread High-Low,Spread Close-Open
20-July-2011,863.95,865.00,846.00,851.65,856.296296296296296296,2565,155,2196400.00,19.00,-12.30
21-July-2011,846.05,861.00,845.05,854.75,853.097042034250129735,1927,86,1643918.00,15.95,8.70
22-July-2011,853.05,864.00,851.05,862.40,859.261692650334075723,898,67,771617.00,12.95,9.35
25-July-2011,853.10,880.00,853.10,871.70,870.179962192816635160,2645,218,2301626.00,26.90,18.60
26-July-2011,868.00,874.50,845.00,865.70,865.082609716029101149,4261,230,3686117.00,29.50,-2.30
27-July-2011,868.50,872.00,852.50,866.70,861.266768292682926829,656,70,564991.00,19.50,-1.80
28-July-2011,865.00,883.90,862.05,879.85,872.466009517335146159,2942,182,2566795.00,21.85,14.85
29-July-2011,876.15,884.00,863.05,871.80,877.577203818079730488,1781,151,1562965.00,20.95,-4.35
1-August-2011,877.90,899.95,871.00,887.40,886.117429938482570061,7315,334,6481949.00,28.95,9.50
2-August-2011,889.50,897.95,861.05,870.55,877.131739409499358151,6232,273,5466285.00,36.90,-18.95
3-August-2011,861.60,887.95,861.60,883.45,883.366168127900979886,5817,224,5138541.00,26.35,21.85
4-August-2011,883.00,891.95,866.50,870.30,883.594240642904978048,13439,177,11874623.00,25.45,-12.70
5-August-2011,853.00,864.00,851.10,860.25,858.886995183401259725,2699,178,2318136.00,12.90,7.25
8-August-2011,842.05,882.95,833.15,856.20,853.707468879668049792,2892,306,2468922.00,49.80,14.15
9-August-2011,840.00,855.00,835.25,840.60,842.247888358428204186,2723,142,2293441.00,19.75,0.60
10-August-2011,850.00,865.40,847.00,859.75,854.014545454545454545,7150,330,6106204.00,18.40,9.75
11-August-2011,852.00,860.00,847.55,851.75,852.300884955752212389,904,75,770480.00,12.45,-0.25
12-August-2011,857.00,857.00,821.00,827.30,834.037331044840163055,4661,268,3887448.00,36.00,-29.70
16-August-2011,827.30,834.80,800.05,824.45,816.708423326133909287,3241,245,2646952.00,34.75,-2.85
17-August-2011,836.95,836.95,808.05,818.50,816.642384105960264900,453,92,369939.00,28.90,-18.45
18-August-2011,815.50,815.50,790.00,794.00,798.399391403575503993,2629,163,2098992.00,25.50,-21.50
19-August-2011,784.00,804.00,771.00,791.95,782.504562043795620437,2192,138,1715250.00,33.00,7.95
22-August-2011,784.00,796.00,767.20,787.80,777.954166666666666666,2400,125,1867090.00,28.80,3.80
23-August-2011,788.00,800.00,779.00,784.55,796.738461538461538461,16445,148,13102364.00,21.00,-3.45
24-August-2011,785.00,793.80,780.50,786.55,787.612217795484727755,753,113,593072.00,13.30,1.55
25-August-2011,783.00,785.00,775.05,775.55,781.993215739484396200,1474,87,1152658.00,9.95,-7.45
26-August-2011,793.00,797.00,775.00,781.25,790.248967330078858430,2663,322,2104433.00,22.00,-11.75
29-August-2011,798.00,806.00,763.00,769.55,777.223753733057661382,4353,379,3383255.00,43.00,-28.45
30-August-2011,770.00,796.00,763.05,787.00,776.148996592199924271,5282,468,4099619.00,32.95,17.00
2-September-2011,786.00,801.00,780.00,799.00,793.121902874132804757,1009,101,800260.00,21.00,13.00
5-September-2011,791.00,813.90,791.00,801.70,801.021211084502223742,2923,205,2341385.00,22.90,10.70
6-September-2011,806.00,807.40,790.10,804.45,799.529411764705882352,459,51,366984.00,17.30,-1.55
7-September-2011,810.00,819.00,803.00,805.45,807.371848739495798319,952,61,768618.00,16.00,-4.55
8-September-2011,806.05,812.60,795.30,798.65,803.332421340629274965,731,84,587236.00,17.30,-7.40
9-September-2011,808.80,884.00,795.00,834.70,842.876153057738298599,5854,614,4934197.00,89.00,25.90
12-September-2011,816.00,840.15,810.00,823.75,821.178747361013370865,1421,172,1166895.00,30.15,7.75
13-September-2011,838.60,838.80,810.65,820.95,824.073211314475873544,1202,141,990536.00,28.15,-17.65
14-September-2011,824.85,827.00,805.00,812.20,814.970037453183520599,801,91,652791.00,22.00,-12.65
15-September-2011,812.50,822.00,806.50,814.30,811.944190301921317474,1093,65,887455.00,15.50,1.80
16-September-2011,823.45,880.00,815.45,863.30,857.530528005503640428,17443,774,14957905.00,64.55,39.85
19-September-2011,851.00,851.95,838.00,842.85,843.308604038630377524,2278,164,1921057.00,13.95,-8.15
20-September-2011,851.55,864.95,845.50,850.80,852.098265895953757225,692,70,589652.00,19.45,-0.75
21-September-2011,862.15,862.15,825.05,829.65,840.057996934082779764,3914,213,3287987.00,37.10,-32.50
22-September-2011,820.00,823.90,812.00,816.30,816.956020942408376963,1910,131,1560386.00,11.90,-3.70
23-September-2011,810.00,817.95,780.00,793.60,799.421130585040730683,4051,241,3238455.00,37.95,-16.40
26-September-2011,785.00,790.00,770.00,774.80,776.677523264137437365,2794,212,2170037.00,20.00,-10.20
27-September-2011,786.00,793.95,778.05,789.05,787.717983651226158038,1468,173,1156370.00,15.90,3.05
28-September-2011,800.00,800.00,786.05,788.00,789.403100775193798449,387,59,305499.00,13.95,-12.00
29-September-2011,790.00,800.00,780.00,787.75,790.022450888681010289,1069,90,844534.00,20.00,-2.25
30-September-2011,782.00,810.00,782.00,800.55,798.941762220881110440,3314,179,2647693.00,28.00,18.55
3-October-2011,771.15,791.65,763.00,764.40,770.736115675320407492,9129,449,7036050.00,28.65,-6.75
4-October-2011,770.05,785.00,770.05,775.60,775.694991364421416234,2895,105,2245637.00,14.95,5.55
5-October-2011,785.00,785.00,753.75,761.30,770.740798747063429913,1277,177,984236.00,31.25,-23.70
