Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Spread High-Low,Spread Close-Open
20-July-2011,24.30,24.30,23.75,23.90,24.007824506454208273,2600164,2218,62424281.00,0.55,-0.40
21-July-2011,23.80,23.90,23.35,23.45,23.636120823202411087,580319,1288,13716490.00,0.55,-0.35
22-July-2011,23.70,24.15,23.60,24.00,23.894827680675031505,620534,1226,14827553.00,0.55,0.30
25-July-2011,24.00,24.10,23.70,23.75,23.845843000572231181,480575,1262,11459716.00,0.40,-0.25
26-July-2011,23.90,23.90,23.35,23.60,23.601520096517828823,674694,1121,15923804.00,0.55,-0.30
27-July-2011,23.60,23.70,23.45,23.65,23.619173035730657354,359943,794,8501556.00,0.25,0.05
28-July-2011,23.50,23.65,23.15,23.50,23.351432090725035749,423786,902,9896010.00,0.50,0.00
29-July-2011,23.50,23.70,23.30,23.50,23.493892425525467841,369623,891,8683883.00,0.40,0.00
1-August-2011,23.60,23.85,23.40,23.60,23.566808437616292584,1002321,1109,23621507.00,0.45,0.00
2-August-2011,23.55,23.55,23.00,23.05,23.164389371392745846,325386,836,7537368.00,0.55,-0.50
3-August-2011,23.00,23.00,22.60,22.70,22.713511324802632136,471708,819,10714145.00,0.40,-0.30
4-August-2011,22.70,23.00,22.10,22.25,22.347720686089484690,2156570,1471,48194424.00,0.90,-0.45
5-August-2011,22.10,22.10,20.90,21.85,21.602997927785911750,855124,1785,18473242.00,1.20,-0.25
8-August-2011,21.50,22.00,20.70,21.35,21.231384743839517009,747344,3151,15867148.00,1.30,-0.15
9-August-2011,21.00,21.50,20.50,20.85,21.037048594921574314,817143,1957,17190277.00,1.00,-0.15
10-August-2011,21.25,22.20,21.25,22.05,21.734183003757563110,776301,1295,16872268.00,0.95,0.80
11-August-2011,22.00,22.15,21.75,21.90,21.931644359464627151,338904,667,7432722.00,0.40,-0.10
12-August-2011,22.15,22.35,21.75,21.85,21.951381397384074829,230817,567,5066752.00,0.60,-0.30
16-August-2011,22.15,22.25,21.30,21.75,21.720962141780886731,274762,541,5968095.00,0.95,-0.40
17-August-2011,22.00,22.00,21.60,21.95,21.850424827598270079,228681,601,4996777.00,0.40,-0.05
18-August-2011,21.95,21.95,20.85,21.00,21.129824914469712215,496900,911,10499410.00,1.10,-0.95
19-August-2011,20.65,20.80,19.90,20.45,20.331492112103099626,608654,1908,12374844.00,0.90,-0.20
22-August-2011,20.25,20.95,20.25,20.85,20.645511833415520334,330547,1647,6824312.00,0.70,0.60
23-August-2011,21.00,21.25,20.65,20.90,20.915617353138179529,297099,1455,6214009.00,0.60,-0.10
24-August-2011,21.00,21.20,20.45,20.50,20.829047770134496252,444399,1877,9256408.00,0.75,-0.50
25-August-2011,20.65,20.85,20.05,20.30,20.485983381670249796,306529,1661,6279548.00,0.80,-0.35
26-August-2011,20.30,20.40,19.55,20.00,20.057705707364111148,463559,2600,9297930.00,0.85,-0.30
29-August-2011,20.20,20.50,20.10,20.40,20.298956016947168839,427210,1095,8671917.00,0.40,0.20
30-August-2011,20.80,20.90,20.55,20.65,20.677532114958253754,703177,2254,14539965.00,0.35,-0.15
2-September-2011,20.90,21.00,20.45,20.60,20.706736328208642028,443669,1832,9186937.00,0.55,-0.30
5-September-2011,20.60,21.50,20.50,21.25,20.953797100286762789,598404,1914,12538836.00,1.00,0.65
6-September-2011,21.20,21.35,21.00,21.25,21.147774953810948446,533135,1388,11274619.00,0.35,0.05
7-September-2011,21.50,22.20,21.25,21.95,21.732201992516019893,933995,2449,20297768.00,0.95,0.45
8-September-2011,22.15,22.30,21.80,22.05,22.088270066752760144,329874,1496,7286346.00,0.50,-0.10
9-September-2011,22.15,22.95,21.95,22.50,22.461385327423324087,991087,5291,22261187.00,1.00,0.35
12-September-2011,22.25,22.25,21.60,22.05,21.904250446253827511,360221,1545,7890371.00,0.65,-0.20
13-September-2011,22.15,22.60,22.00,22.05,22.273465912741759300,311260,1179,6932839.00,0.60,-0.10
14-September-2011,22.30,22.30,21.75,22.10,22.058872832775029083,356735,1908,7869172.00,0.55,-0.20
15-September-2011,22.05,22.45,21.95,22.35,22.286908820986778588,1882023,1640,41944475.00,0.50,0.30
