Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Spread High-Low,Spread Close-Open
20-July-2011,884.40,884.90,865.00,866.50,871.723594701038310060,2793,211,2434724.00,19.90,-17.90
21-July-2011,852.05,857.50,845.00,850.75,850.119773817683344756,5836,299,4961299.00,12.50,-1.30
22-July-2011,850.00,874.95,840.00,845.95,860.191225788789268359,29222,1794,25136508.00,34.95,-4.05
25-July-2011,852.00,852.00,830.00,835.35,841.808188757807078417,7205,542,6065228.00,22.00,-16.65
26-July-2011,848.00,848.00,817.00,819.55,827.435882800608828006,5256,440,4349003.00,31.00,-28.45
27-July-2011,821.00,823.80,805.00,806.15,813.559487322373920312,3589,346,2919865.00,18.80,-14.85
28-July-2011,804.00,809.90,795.00,799.50,802.254952906787918155,3079,277,2470143.00,14.90,-4.50
29-July-2011,795.00,804.15,790.00,792.40,794.504449388209121245,3596,310,2857038.00,14.15,-2.60
1-August-2011,799.00,799.00,770.00,771.70,780.079626334519572953,2248,223,1753619.00,29.00,-27.30
2-August-2011,772.00,779.00,732.55,736.10,749.116806237366445278,6926,576,5188383.00,46.45,-35.90
3-August-2011,732.55,748.95,724.00,727.40,734.881239242685025817,5229,468,3842694.00,24.95,-5.15
4-August-2011,732.10,764.95,730.50,743.85,748.829257545714915179,4539,410,3398936.00,34.45,11.75
5-August-2011,735.00,740.00,718.00,736.95,729.440680971803511260,5639,483,4113316.00,22.00,1.95
8-August-2011,720.00,730.00,705.00,727.50,716.502217841301133563,4058,304,2907566.00,25.00,7.50
9-August-2011,705.00,743.55,696.00,730.30,716.936079975764919721,3301,228,2366606.00,47.55,25.30
10-August-2011,741.90,757.00,732.05,737.70,743.345070422535211267,3124,232,2322210.00,24.95,-4.20
11-August-2011,735.00,745.00,730.00,733.20,737.683465085638998682,3036,172,2239607.00,15.00,-1.80
12-August-2011,735.95,742.90,732.60,734.95,736.005464480874316939,1281,64,942823.00,10.30,-1.00
16-August-2011,744.00,747.00,730.55,737.80,739.542832167832167832,1144,74,846037.00,16.45,-6.20
17-August-2011,755.00,755.00,716.00,725.20,723.814400993171942892,1611,140,1166065.00,39.00,-29.80
18-August-2011,725.00,750.00,718.20,720.50,736.623554153522607781,3804,235,2802116.00,31.80,-4.50
19-August-2011,705.10,715.00,696.55,705.55,703.595197255574614065,2915,271,2050980.00,18.45,0.45
22-August-2011,697.15,710.00,697.15,706.70,706.992924528301886792,848,79,599530.00,12.85,9.55
23-August-2011,710.00,722.00,705.50,714.35,714.297741273100616016,974,92,695726.00,16.50,4.35
24-August-2011,721.00,735.00,713.00,717.25,719.400823045267489711,1215,108,874072.00,22.00,-3.75
25-August-2011,727.00,727.00,711.00,714.75,714.690235690235690235,297,28,212263.00,16.00,-12.25
26-August-2011,720.00,720.00,701.00,705.70,707.445093457943925233,1712,141,1211146.00,19.00,-14.30
29-August-2011,710.00,724.80,710.00,722.65,720.335766423357664233,1644,98,1184232.00,14.80,12.65
30-August-2011,714.05,733.00,714.05,721.05,725.252956636005256241,1522,119,1103835.00,18.95,7.00
2-September-2011,732.90,734.00,726.00,732.80,731.218142548596112311,1852,133,1354216.00,8.00,-0.10
5-September-2011,727.00,739.55,727.00,731.20,733.580027359781121751,1462,103,1072494.00,12.55,4.20
6-September-2011,732.00,736.00,722.15,727.50,729.112244897959183673,686,48,500171.00,13.85,-4.50
7-September-2011,740.00,759.45,734.00,736.35,745.704462746600268147,5221,283,3893323.00,25.45,-3.65
8-September-2011,740.00,743.80,730.00,732.15,734.875874125874125874,1144,89,840698.00,13.80,-7.85
9-September-2011,726.05,741.95,726.00,728.15,732.283333333333333333,1320,115,966614.00,15.95,2.10
12-September-2011,721.05,729.85,715.85,723.50,721.468827930174563591,1604,112,1157236.00,14.00,2.45
13-September-2011,739.95,742.50,716.35,721.15,731.239845261121856866,1034,98,756102.00,26.15,-18.80
14-September-2011,717.00,724.95,716.30,720.40,720.127241673783091374,1171,90,843269.00,8.65,3.40
15-September-2011,720.60,721.00,712.30,718.60,716.920208799403430275,1341,158,961390.00,8.70,-2.00
16-September-2011,727.00,727.00,712.15,717.75,720.545279383429672447,1038,119,747926.00,14.85,-9.25
19-September-2011,731.95,731.95,710.10,717.70,716.774025974025974025,385,66,275958.00,21.85,-14.25
20-September-2011,718.00,725.95,718.00,718.95,721.636007827788649706,511,48,368756.00,7.95,0.95
21-September-2011,729.90,729.90,718.00,719.75,720.189083820662768031,2052,117,1477828.00,11.90,-10.15
22-September-2011,717.95,717.95,705.00,707.70,711.239379635873229939,1483,171,1054768.00,12.95,-10.25
23-September-2011,701.10,709.95,697.00,707.40,703.490384615384615384,1560,150,1097445.00,12.95,6.30
26-September-2011,701.00,711.95,680.00,701.35,699.034651049292337725,2049,203,1432322.00,31.95,0.35
27-September-2011,700.00,710.00,697.50,698.85,701.906595365418894830,2805,165,1968848.00,12.50,-1.15
28-September-2011,702.30,706.55,700.00,701.30,702.016686531585220500,1678,178,1177984.00,6.55,-1.00
29-September-2011,736.00,736.00,685.00,691.35,690.100406268136970400,1723,190,1189043.00,51.00,-44.65
30-September-2011,686.05,704.90,686.05,688.90,695.037190082644628099,1452,131,1009194.00,18.85,2.85
3-October-2011,680.00,689.90,670.35,681.25,681.360774818401937046,826,76,562804.00,19.55,1.25
4-October-2011,699.95,700.00,666.00,674.15,675.997819767441860465,1376,307,930173.00,34.00,-25.80
5-October-2011,678.00,678.00,661.05,668.10,669.850196078431372549,1275,349,854059.00,16.95,-9.90
7-October-2011,668.00,695.00,668.00,677.30,682.801297648012976480,1233,341,841894.00,27.00,9.30
