Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Spread High-Low,Spread Close-Open
20-July-2011,314.00,314.00,306.05,308.15,309.039301310043668122,687,54,212310.00,7.95,-5.85
21-July-2011,308.00,310.00,305.05,305.05,306.136363636363636363,176,26,53880.00,4.95,-2.95
22-July-2011,308.00,313.00,307.00,309.75,308.804494382022471910,445,35,137418.00,6.00,1.75
25-July-2011,315.75,315.75,303.35,305.50,305.298561151079136690,278,31,84873.00,12.40,-10.25
26-July-2011,303.10,309.90,303.10,307.50,306.384615384615384615,832,45,254912.00,6.80,4.40
27-July-2011,315.90,324.00,306.00,320.50,317.400869963369963369,4368,215,1386407.00,18.00,4.60
28-July-2011,322.00,334.00,315.25,318.45,326.313042199676518159,6801,344,2219255.00,18.75,-3.55
29-July-2011,305.15,318.95,302.00,306.90,309.103799185888738127,1474,125,455619.00,16.95,1.75
1-August-2011,303.00,308.00,301.00,303.00,304.326923076923076923,676,41,205725.00,7.00,0.00
2-August-2011,304.20,305.90,291.00,292.25,294.685878962536023054,1735,89,511280.00,14.90,-11.95
3-August-2011,298.00,306.00,293.00,302.75,297.927102803738317757,1070,109,318782.00,13.00,4.75
4-August-2011,317.50,317.50,296.20,298.45,306.693181818181818181,1056,83,323868.00,21.30,-19.05
5-August-2011,292.00,293.00,286.10,292.60,290.470787468247248094,1181,72,343046.00,6.90,0.60
8-August-2011,294.95,294.95,280.05,282.70,283.274343776460626587,1181,88,334547.00,14.90,-12.25
9-August-2011,270.00,308.00,270.00,290.55,296.177227186569184944,7386,458,2187565.00,38.00,20.55
10-August-2011,292.00,308.00,290.55,293.35,301.684158415841584158,5050,249,1523505.00,17.45,1.35
11-August-2011,348.00,348.00,280.10,288.70,290.597414589104339796,1083,90,314717.00,67.90,-59.30
12-August-2011,302.00,302.00,286.00,288.70,292.728506787330316742,442,99,129386.00,16.00,-13.30
16-August-2011,291.00,304.50,290.00,293.20,297.943438914027149321,1768,114,526764.00,14.50,2.20
17-August-2011,295.90,320.00,280.00,281.80,303.689445262641138929,20370,939,6186154.00,40.00,-14.10
18-August-2011,287.00,290.10,281.70,282.90,285.790844514601420678,1267,104,362097.00,8.40,-4.10
19-August-2011,279.00,279.00,272.10,272.70,275.527200000000000000,1250,47,344409.00,6.90,-6.30
22-August-2011,275.00,285.00,272.25,280.00,277.920289855072463768,414,58,115059.00,12.75,5.00
23-August-2011,279.00,283.95,275.25,276.40,278.456043956043956043,546,45,152037.00,8.70,-2.60
24-August-2011,280.00,289.50,276.00,283.50,286.260904044409199048,2522,93,721950.00,13.50,3.50
25-August-2011,283.50,283.50,277.00,277.15,281.349206349206349206,189,12,53175.00,6.50,-6.35
26-August-2011,276.05,282.00,276.05,280.00,279.648456057007125890,421,33,117732.00,5.95,3.95
29-August-2011,281.25,289.65,275.00,276.20,279.220300751879699248,1330,100,371363.00,14.65,-5.05
30-August-2011,284.00,284.00,276.25,277.00,279.624167459562321598,1051,54,293885.00,7.75,-7.00
2-September-2011,277.00,291.45,277.00,280.75,278.967213114754098360,1220,79,340340.00,14.45,3.75
