Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Spread High-Low,Spread Close-Open
20-July-2011,221.00,221.00,213.15,213.50,213.507352941176470588,136,7,29037.00,7.85,-7.50
21-July-2011,210.65,217.00,210.65,216.95,214.928366762177650429,349,5,75010.00,6.35,6.30
22-July-2011,220.00,220.00,215.00,215.00,215.136363636363636363,44,6,9466.00,5.00,-5.00
25-July-2011,226.85,226.85,215.50,216.20,218.117805755395683453,1112,28,242547.00,11.35,-10.65
26-July-2011,216.80,216.85,213.00,216.05,215.289552238805970149,335,21,72122.00,3.85,-0.75
27-July-2011,222.00,222.00,208.00,210.55,210.076124567474048442,578,55,121424.00,14.00,-11.45
28-July-2011,216.90,216.95,208.00,209.30,210.533333333333333333,525,17,110530.00,8.95,-7.60
29-July-2011,215.00,219.50,207.65,210.75,211.243404522613065326,3184,35,672599.00,11.85,-4.25
1-August-2011,205.70,212.50,205.00,208.80,208.887016229712858926,1602,64,334637.00,7.50,3.10
2-August-2011,217.80,217.80,205.60,210.50,208.862903225806451612,248,8,51798.00,12.20,-7.30
3-August-2011,214.90,214.90,201.00,203.00,202.878087230688386757,1903,49,386077.00,13.90,-11.90
4-August-2011,202.55,207.00,200.05,204.10,203.694770544290288153,937,23,190862.00,6.95,1.55
5-August-2011,200.00,200.00,187.00,191.60,192.296544428772919605,2836,108,545353.00,13.00,-8.40
8-August-2011,198.00,198.00,186.55,186.55,188.508905852417302798,393,40,74084.00,11.45,-11.45
9-August-2011,186.50,189.50,182.05,188.45,185.447098976109215017,879,43,163008.00,7.45,1.95
10-August-2011,197.00,197.00,187.00,187.40,190.850187265917602996,534,33,101914.00,10.00,-9.60
11-August-2011,188.55,188.55,184.30,185.40,186.083916083916083916,286,20,53220.00,4.25,-3.15
12-August-2011,195.00,195.00,186.00,187.95,188.434903047091412742,361,30,68025.00,9.00,-7.05
16-August-2011,194.00,194.00,179.95,180.45,183.873809523809523809,420,56,77227.00,14.05,-13.55
17-August-2011,176.10,185.00,176.05,182.05,176.856164383561643835,584,32,103284.00,8.95,5.95
18-August-2011,177.20,177.20,173.00,173.00,176.253597122302158273,556,25,97997.00,4.20,-4.20
19-August-2011,184.00,184.00,170.00,172.15,172.858490566037735849,212,48,36646.00,14.00,-11.85
22-August-2011,183.95,183.95,168.15,171.80,175.217522658610271903,331,19,57997.00,15.80,-12.15
23-August-2011,174.90,178.80,173.00,178.80,175.598726114649681528,157,20,27569.00,5.80,3.90
24-August-2011,190.00,190.00,175.00,175.00,175.140495867768595041,121,5,21192.00,15.00,-15.00
25-August-2011,178.00,181.80,174.00,181.80,175.421412300683371298,439,30,77010.00,7.80,3.80
26-August-2011,180.50,181.00,177.20,180.00,179.093750000000000000,128,16,22924.00,3.80,-0.50
29-August-2011,191.95,191.95,174.00,181.30,179.465437788018433179,434,51,77888.00,17.95,-10.65
30-August-2011,194.95,194.95,176.55,178.05,179.803571428571428571,56,8,10069.00,18.40,-16.90
2-September-2011,190.00,190.00,173.70,181.70,179.719879518072289156,332,20,59667.00,16.30,-8.30
5-September-2011,176.05,206.90,176.05,199.00,197.556650246305418719,2233,94,441144.00,30.85,22.95
6-September-2011,190.00,203.00,187.05,196.00,197.817004150421330650,7951,85,1572843.00,15.95,6.00
7-September-2011,200.00,200.00,190.00,192.10,192.422413793103448275,116,28,22321.00,10.00,-7.90
8-September-2011,189.05,194.00,189.00,191.85,190.797257590597453476,1021,40,194804.00,5.00,2.80
9-September-2011,195.95,195.95,190.05,191.35,191.074336283185840707,565,37,107957.00,5.90,-4.60
12-September-2011,196.20,196.20,187.25,190.00,188.987012987012987012,77,13,14552.00,8.95,-6.20
13-September-2011,186.05,192.00,183.00,186.40,186.655097613882863340,1383,56,258144.00,9.00,0.35
14-September-2011,189.95,190.90,183.30,187.00,188.459842519685039370,4445,36,837704.00,7.60,-2.95
15-September-2011,182.55,189.20,182.55,186.70,184.203588143525741029,1282,54,236149.00,6.65,4.15
16-September-2011,185.55,192.95,185.55,192.00,190.557894736842105263,95,19,18103.00,7.40,6.45
19-September-2011,182.70,194.95,182.70,186.45,188.088353413654618473,249,45,46834.00,12.25,3.75
20-September-2011,192.00,192.00,185.55,188.15,188.921568627450980392,51,43,9635.00,6.45,-3.85
21-September-2011,188.00,194.65,187.50,194.35,188.110389610389610389,154,12,28969.00,7.15,6.35
22-September-2011,195.85,196.20,185.10,185.40,190.313873195229127432,1593,41,303170.00,11.10,-10.45
23-September-2011,179.05,185.00,179.00,185.00,183.898989898989898989,495,26,91030.00,6.00,5.95
