Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Spread High-Low,Spread Close-Open
20-July-2011,1160.10,1168.90,1128.05,1139.25,1147.348484848484848484,132,40,151450.00,40.85,-20.85
21-July-2011,1141.00,1158.65,1128.00,1138.05,1136.525096525096525096,259,86,294360.00,30.65,-2.95
22-July-2011,1133.00,1150.00,1117.00,1120.90,1130.052366565961732124,993,198,1122142.00,33.00,-12.10
25-July-2011,1109.00,1134.85,1100.00,1107.15,1114.541927409261576971,799,128,890519.00,34.85,-1.85
26-July-2011,1102.05,1102.95,1087.00,1095.80,1088.504298546590076718,25939,48,28234713.00,15.95,-6.25
27-July-2011,1105.50,1105.50,1085.25,1091.95,1091.983443708609271523,604,27,659558.00,20.25,-13.55
28-July-2011,1085.25,1095.90,1080.00,1081.40,1083.186274509803921568,102,20,110485.00,15.90,-3.85
29-July-2011,1097.00,1174.90,1085.00,1104.70,1101.542721518987341772,632,68,696175.00,89.90,7.70
1-August-2011,1093.20,1129.95,1093.20,1109.00,1106.458333333333333333,144,22,159330.00,36.75,15.80
2-August-2011,1116.95,1150.00,1108.55,1135.60,1122.959547888161808447,1681,139,1887695.00,41.45,18.65
3-August-2011,1090.00,1133.20,1090.00,1105.90,1100.210210210210210210,666,120,732740.00,43.20,15.90
4-August-2011,1101.15,1115.00,1090.60,1100.70,1104.293457943925233644,535,105,590797.00,24.40,-0.45
5-August-2011,1090.40,1105.00,1069.00,1100.25,1089.316195372750642673,1167,217,1271232.00,36.00,9.85
8-August-2011,1054.00,1087.70,1054.00,1074.85,1071.959183673469387755,539,124,577786.00,33.70,20.85
9-August-2011,1074.00,1074.00,1017.50,1050.00,1046.919561243144424131,547,85,572665.00,56.50,-24.00
10-August-2011,1070.00,1070.00,1030.00,1047.30,1043.250320924261874197,779,252,812692.00,40.00,-22.70
11-August-2011,1047.00,1047.00,1022.05,1025.80,1027.175619834710743801,484,81,497153.00,24.95,-21.20
12-August-2011,1028.00,1039.00,1009.00,1011.95,1018.513432835820895522,335,86,341202.00,30.00,-16.05
16-August-2011,1012.05,1028.70,987.00,990.05,990.402267627258769339,8467,60,8385736.00,41.70,-22.00
17-August-2011,994.00,995.00,950.05,960.15,974.633187772925764192,916,155,892764.00,44.95,-33.85
18-August-2011,953.00,953.00,909.00,924.15,948.836712228235941656,43604,159,41373076.00,44.00,-28.85
19-August-2011,930.00,948.65,910.20,931.25,928.121035058430717863,1198,115,1111889.00,38.45,1.25
22-August-2011,935.00,945.00,925.00,937.00,937.207964601769911504,226,54,211809.00,20.00,2.00
23-August-2011,940.00,945.00,934.90,937.55,937.971830985915492957,213,30,199788.00,10.10,-2.45
24-August-2011,953.00,953.00,934.00,943.00,938.997540484597589187,41065,21,38559934.00,19.00,-10.00
25-August-2011,945.00,945.00,910.00,916.95,920.382123575284943011,1667,183,1534277.00,35.00,-28.05
26-August-2011,938.00,939.00,913.10,925.05,927.429752066115702479,242,48,224438.00,25.90,-12.95
29-August-2011,930.00,940.95,930.00,932.25,932.243186582809224318,477,18,444680.00,10.95,2.25
30-August-2011,941.00,953.75,925.00,932.70,936.823204419889502762,181,42,169565.00,28.75,-8.30
2-September-2011,949.95,949.95,930.00,944.05,940.911699779249448123,453,60,426233.00,19.95,-5.90
5-September-2011,935.00,944.90,931.10,938.20,938.792481203007518796,665,48,624297.00,13.80,3.20
6-September-2011,931.10,948.60,930.05,946.15,938.665806451612903225,775,57,727466.00,18.55,15.05
7-September-2011,947.95,958.95,939.00,947.85,950.714285714285714285,238,50,226270.00,19.95,-0.10
8-September-2011,946.05,954.85,936.00,938.65,947.629496402877697841,278,38,263441.00,18.85,-7.40
9-September-2011,955.90,955.90,935.00,944.05,945.291666666666666666,72,25,68061.00,20.90,-11.85
12-September-2011,959.70,959.70,930.00,938.25,939.564039408866995073,406,34,381463.00,29.70,-21.45
13-September-2011,950.00,950.00,920.10,925.45,933.200000000000000000,535,79,499262.00,29.90,-24.55
14-September-2011,945.60,945.60,902.60,916.05,925.569620253164556962,553,87,511840.00,43.00,-29.55
15-September-2011,910.10,927.70,905.05,925.25,914.102425876010781671,371,91,339132.00,22.65,15.15
