Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Spread High-Low,Spread Close-Open
20-July-2011,455.00,461.50,453.00,459.50,458.343975283213182286,971,56,445052.00,8.50,4.50
21-July-2011,462.00,467.95,462.00,463.55,464.065271966527196652,2390,57,1109116.00,5.95,1.55
22-July-2011,463.00,463.00,452.05,454.20,455.068592691403096149,28487,175,12963539.00,10.95,-8.80
25-July-2011,465.95,470.00,460.00,462.80,463.817399049881235154,3368,141,1562137.00,10.00,-3.15
26-July-2011,460.00,465.00,455.55,461.75,461.023437500000000000,1152,59,531099.00,9.45,1.75
27-July-2011,455.05,464.85,455.05,457.10,456.867007672634271099,1564,20,714540.00,9.80,2.05
28-July-2011,469.80,469.80,458.00,464.00,462.549800796812749003,2510,115,1161000.00,11.80,-5.80
29-July-2011,469.95,469.95,456.05,460.30,460.738636363636363636,880,36,405450.00,13.90,-9.65
1-August-2011,461.00,467.95,460.00,460.05,460.417295813315030885,1457,38,670828.00,7.95,-0.95
2-August-2011,456.50,464.00,440.55,455.50,455.629040805511393746,1887,114,859772.00,23.45,-1.00
3-August-2011,455.00,465.95,455.00,461.75,462.151666870191720600,8189,418,3784560.00,10.95,6.75
4-August-2011,466.95,473.00,460.25,463.80,467.214027849406910778,1939,150,905928.00,12.75,-3.15
5-August-2011,455.00,470.00,437.00,465.65,455.621260343730108211,6284,218,2863124.00,33.00,10.65
8-August-2011,456.10,470.00,450.00,465.05,459.735976789168278529,4136,177,1901468.00,20.00,8.95
9-August-2011,450.00,462.00,447.05,453.55,452.850825458271661163,43915,1428,19886944.00,14.95,3.55
10-August-2011,457.00,464.50,456.80,458.85,457.878750000000000000,800,34,366303.00,7.70,1.85
11-August-2011,459.00,465.00,452.05,454.15,458.072072072072072072,333,34,152538.00,12.95,-4.85
12-August-2011,459.00,462.00,448.00,450.25,451.538944365192582025,3505,50,1582644.00,14.00,-8.75
16-August-2011,465.00,465.00,455.00,455.05,456.648252536640360766,887,59,405047.00,10.00,-9.95
17-August-2011,450.05,460.00,446.00,451.05,451.355113636363636363,352,44,158877.00,14.00,1.00
18-August-2011,445.60,450.00,441.05,443.80,444.966226912928759894,1895,32,843211.00,8.95,-1.80
19-August-2011,430.10,459.75,430.10,452.50,446.130235226620768789,1743,69,777605.00,29.65,22.40
22-August-2011,440.00,456.95,440.00,444.20,445.788416075650118203,846,38,377137.00,16.95,4.20
23-August-2011,450.00,459.00,440.00,456.80,452.513033175355450236,844,21,381921.00,19.00,6.80
24-August-2011,461.80,461.80,451.00,454.20,453.958940397350993377,755,32,342739.00,10.80,-7.60
25-August-2011,450.05,458.00,450.00,450.10,450.154294032023289665,687,20,309256.00,8.00,0.05
26-August-2011,456.90,456.90,450.00,450.00,450.030204962243797195,927,16,417178.00,6.90,-6.90
29-August-2011,460.00,462.95,448.50,455.05,455.835051546391752577,485,49,221080.00,14.45,-4.95
30-August-2011,464.80,464.80,446.95,447.20,450.741518578352180936,1238,51,558018.00,17.85,-17.60
2-September-2011,459.85,459.85,447.15,447.25,450.557377049180327868,244,17,109936.00,12.70,-12.60
5-September-2011,445.10,455.00,445.10,454.90,453.938960060286360211,1327,52,602377.00,9.90,9.80
6-September-2011,461.95,465.00,455.00,462.15,461.185554903112155020,1703,59,785399.00,10.00,0.20
7-September-2011,469.85,484.00,460.15,469.70,471.747071192550315410,6658,260,3140892.00,23.85,-0.15
8-September-2011,471.00,472.50,464.50,465.05,466.601005867560771165,1193,51,556655.00,8.00,-5.95
9-September-2011,471.95,478.00,470.00,472.05,473.650337238196663116,2817,118,1334273.00,8.00,0.10
12-September-2011,474.00,474.00,466.00,470.90,470.036860068259385665,1465,39,688604.00,8.00,-3.10
13-September-2011,470.15,473.50,461.50,465.80,467.361111111111111111,1008,65,471100.00,12.00,-4.35
14-September-2011,469.00,496.00,460.00,472.25,480.625790700255243591,9011,555,4330919.00,36.00,3.25
15-September-2011,479.95,479.95,471.00,472.65,474.261363636363636363,1320,111,626025.00,8.95,-7.30
16-September-2011,476.00,476.00,468.25,470.50,471.746323529411764705,544,34,256630.00,7.75,-5.50
19-September-2011,475.00,475.00,468.60,468.75,469.966799303655807013,8042,327,3779473.00,6.40,-6.25
20-September-2011,474.00,477.95,453.35,460.30,465.882397003745318352,1335,75,621953.00,24.60,-13.70
21-September-2011,473.00,473.00,463.30,464.15,464.767891682785299806,517,27,240285.00,9.70,-8.85
22-September-2011,462.05,465.50,456.00,456.70,458.479957805907172995,948,59,434639.00,9.50,-5.35
23-September-2011,463.00,463.00,456.00,458.20,457.406721536351165980,1458,38,666899.00,7.00,-4.80
26-September-2011,465.00,465.00,454.05,457.15,457.370234986945169712,3830,44,1751728.00,10.95,-7.85
27-September-2011,475.00,475.00,458.00,460.55,465.824182242990654205,1712,90,797491.00,17.00,-14.45
28-September-2011,463.25,469.15,458.00,458.00,459.681818181818181818,198,7,91017.00,11.15,-5.25
29-September-2011,458.00,462.00,458.00,458.45,458.843283582089552238,536,20,245940.00,4.00,0.45
30-September-2011,465.00,465.00,456.00,458.00,457.330195510499637943,1381,12,631573.00,9.00,-7.00
3-October-2011,462.00,462.00,455.05,457.15,456.819047619047619047,420,14,191864.00,6.95,-4.85
4-October-2011,455.00,460.00,450.00,450.00,454.900836926198326147,3943,44,1793674.00,10.00,-5.00
5-October-2011,450.00,459.00,443.05,444.80,446.927741935483870967,775,39,346369.00,15.95,-5.20
7-October-2011,460.00,460.00,445.35,450.00,450.621268656716417910,536,23,241533.00,14.65,-10.00
10-October-2011,452.10,459.90,449.00,454.25,453.222830336200156372,1279,40,579672.00,10.90,2.15
11-October-2011,455.00,474.00,455.00,455.65,462.590959511924570160,3606,242,1668103.00,19.00,0.65
12-October-2011,460.00,463.90,455.00,457.80,457.293078690407811602,6964,148,3184589.00,8.90,-2.20
13-October-2011,462.50,470.00,455.10,456.15,461.517350157728706624,1268,102,585204.00,14.90,-6.35
14-October-2011,464.95,464.95,456.00,459.00,458.549000000000000000,1000,38,458549.00,8.95,-5.95
17-October-2011,465.00,467.00,452.25,452.65,456.558912386706948640,5627,310,2569057.00,14.75,-12.35
18-October-2011,458.00,459.00,452.00,458.90,456.617283950617283950,81,14,36986.00,7.00,0.90
19-October-2011,463.95,471.00,461.00,464.95,466.057085628442663995,1997,163,930716.00,10.00,1.00
20-October-2011,465.00,474.00,460.00,471.15,469.405801621958827199,3206,172,1504915.00,14.00,6.15
