Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Spread High-Low,Spread Close-Open
20-July-2011,155.50,158.45,154.95,155.40,156.637266911664625017,44082,645,6904884.00,3.50,-0.10
21-July-2011,157.90,164.25,154.40,162.00,161.322226191740612357,103567,1640,16707659.00,9.85,4.10
22-July-2011,163.90,171.45,163.25,169.05,167.085347908345595963,38056,1011,6358600.00,8.20,5.15
25-July-2011,170.00,172.50,165.65,166.70,167.120418848167539267,166743,513,27866160.00,6.85,-3.30
26-July-2011,167.50,167.50,160.00,161.75,163.948929137756843013,149459,478,24503643.00,7.50,-5.75
27-July-2011,161.50,161.50,157.25,158.50,158.559065530414340287,6806,227,1079153.00,4.25,-3.00
28-July-2011,158.00,158.00,154.10,154.95,155.749332785875590227,4871,194,758655.00,3.90,-3.05
29-July-2011,157.95,157.95,152.00,153.35,155.314467224949465781,3463,143,537854.00,5.95,-4.60
1-August-2011,149.00,158.60,149.00,155.10,155.742853977398626191,18052,480,2811470.00,9.60,6.10
2-August-2011,150.00,155.00,149.10,152.05,152.516383734701934465,5066,219,772648.00,5.90,2.05
3-August-2011,151.10,151.65,146.30,148.20,148.657465728047424972,5398,185,802453.00,5.35,-2.90
4-August-2011,149.00,149.70,143.50,144.25,147.166914805624483043,6045,185,889624.00,6.20,-4.75
5-August-2011,138.15,143.90,138.05,140.10,139.801946762018275725,10068,267,1407526.00,5.85,1.95
8-August-2011,135.00,137.95,126.50,134.90,134.935056940597106802,9747,271,1315212.00,11.45,-0.10
9-August-2011,132.00,133.00,129.00,129.30,130.678817946505608283,9272,207,1211654.00,4.00,-2.70
10-August-2011,135.00,139.00,133.55,136.95,136.280551905387647831,6088,230,829676.00,5.45,1.95
11-August-2011,136.00,138.75,135.70,137.30,137.140609636184857423,3051,92,418416.00,3.05,1.30
12-August-2011,140.75,143.00,137.50,139.95,140.496109197601734915,7839,261,1101349.00,5.50,-0.80
16-August-2011,141.40,142.10,134.45,135.30,138.228038723556830405,5578,231,771036.00,7.65,-6.10
17-August-2011,135.30,138.50,130.05,130.95,132.467403075590210093,4617,127,611602.00,8.45,-4.35
18-August-2011,136.70,136.70,120.15,121.75,123.661432365686594287,21461,417,2653898.00,16.55,-14.95
19-August-2011,122.95,122.95,113.00,120.80,116.581484315225707727,11763,329,1371348.00,9.95,-2.15
22-August-2011,123.00,125.00,114.75,120.50,119.460309597523219814,8075,196,964642.00,10.25,-2.50
23-August-2011,120.50,125.80,118.10,124.00,122.840578439964943032,11410,260,1401611.00,7.70,3.50
24-August-2011,130.00,130.00,123.00,123.05,124.451713395638629283,5778,204,719082.00,7.00,-6.95
25-August-2011,130.00,130.00,118.00,124.10,123.306477093206951026,10761,318,1326901.00,12.00,-5.90
26-August-2011,124.00,124.90,116.10,117.40,120.682527301092043681,3846,199,464145.00,8.80,-6.60
29-August-2011,122.05,124.50,122.05,123.30,123.001631321370309951,4904,130,603200.00,2.45,1.25
30-August-2011,127.35,131.00,124.30,129.85,128.488507985975847292,5134,223,659660.00,6.70,2.50
2-September-2011,132.80,132.80,126.20,127.80,127.385803757828810020,2395,106,305089.00,6.60,-5.00
5-September-2011,127.00,131.05,126.00,129.65,129.243611111111111111,3600,129,465277.00,5.05,2.65
6-September-2011,130.95,130.95,128.00,129.85,129.496037296037296037,2145,70,277769.00,2.95,-1.10
7-September-2011,131.70,131.80,129.00,129.60,130.026247689463955637,5410,123,703442.00,2.80,-2.10
8-September-2011,131.85,135.95,131.80,133.35,133.404029692470837751,1886,110,251600.00,4.15,1.50
9-September-2011,135.90,135.90,128.50,130.60,132.249545289196071298,2749,142,363554.00,7.40,-5.30
12-September-2011,127.00,131.45,126.05,126.20,126.915430267062314540,674,48,85541.00,5.40,-0.80
13-September-2011,130.00,130.00,126.00,127.10,127.742619926199261992,2168,114,276946.00,4.00,-2.90
14-September-2011,131.30,131.30,125.95,127.85,127.524642857142857142,2800,74,357069.00,5.35,-3.45
15-September-2011,128.05,131.20,125.25,128.30,129.390179359012055277,6802,316,880112.00,5.95,0.25
16-September-2011,129.15,131.00,128.00,129.10,129.508005822416302765,2061,157,266916.00,3.00,-0.05
19-September-2011,130.50,132.00,126.00,126.25,128.065573770491803278,2562,155,328104.00,6.00,-4.25
20-September-2011,125.25,129.50,125.25,126.55,126.409133858267716535,3175,125,401349.00,4.25,1.30
21-September-2011,127.00,131.95,126.00,130.70,129.194382852919438285,2706,183,349600.00,5.95,3.70
22-September-2011,130.00,131.90,126.05,126.70,128.956059532246633593,1411,115,181957.00,5.85,-3.30
23-September-2011,125.00,125.00,119.70,120.70,122.042615920664701152,7462,199,910682.00,5.30,-4.30
26-September-2011,120.75,120.95,115.05,116.50,116.643767705382436260,4236,164,494103.00,5.90,-4.25
27-September-2011,119.75,123.50,117.25,121.10,120.980500658761528326,3795,187,459121.00,6.25,1.35
28-September-2011,122.00,122.95,117.05,118.55,119.293478260869565217,1840,68,219500.00,5.90,-3.45
29-September-2011,119.00,120.00,118.00,119.25,118.931496062992125984,1270,54,151043.00,2.00,0.25
30-September-2011,120.00,120.00,116.00,117.05,117.576765907764156450,1713,91,201409.00,4.00,-2.95
3-October-2011,115.05,118.50,114.10,115.60,115.309002433090024330,1233,57,142176.00,4.40,0.55
4-October-2011,116.00,117.10,113.00,113.80,114.855559660140376800,2707,84,310914.00,4.10,-2.20
5-October-2011,115.00,115.00,110.35,110.95,112.392595691277975318,4781,157,537349.00,4.65,-4.05
7-October-2011,114.75,119.50,114.00,118.40,117.257386380748727524,33203,926,3893297.00,5.50,3.65
10-October-2011,120.00,121.95,117.65,120.15,119.317983095307490527,6862,236,818760.00,4.30,0.15
11-October-2011,124.00,126.00,120.00,123.30,123.343413320274240940,8168,222,1007469.00,6.00,-0.70
12-October-2011,124.00,124.80,122.25,124.10,123.438711367207962283,3818,152,471289.00,2.55,0.10
