Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Spread High-Low,Spread Close-Open
20-July-2011,361.00,365.00,361.00,362.00,362.490066225165562913,755,37,273680.00,4.00,1.00
21-July-2011,359.15,365.80,359.15,363.95,363.257057949479940564,673,75,244472.00,6.65,4.80
22-July-2011,364.00,372.00,363.00,369.30,367.121313672922252010,1492,66,547745.00,9.00,5.30
25-July-2011,374.00,374.00,364.00,364.80,365.927013422818791946,1192,63,436185.00,10.00,-9.20
26-July-2011,367.00,367.00,365.25,365.50,365.644444444444444444,3285,35,1201142.00,1.75,-1.50
27-July-2011,370.70,370.75,363.20,365.40,365.898176022666902780,5647,49,2066227.00,7.55,-5.30
28-July-2011,364.10,365.70,364.10,365.20,365.155088852988691437,619,12,226031.00,1.60,1.10
29-July-2011,367.00,367.00,365.00,365.30,365.293499671700590938,1523,24,556342.00,2.00,-1.70
1-August-2011,368.00,371.95,366.75,369.00,368.341960530572630216,6182,109,2277090.00,5.20,1.00
2-August-2011,368.60,377.00,368.60,374.60,373.417799094058086863,3753,69,1401437.00,8.40,6.00
3-August-2011,370.20,375.50,369.60,373.85,373.549111378154449433,15811,129,5906185.00,5.90,3.65
4-August-2011,400.00,400.00,370.10,371.50,379.084102328330760894,30451,748,11543490.00,29.90,-28.50
5-August-2011,365.00,374.50,365.00,371.90,372.295131921218877740,13455,191,5009231.00,9.50,6.90
8-August-2011,368.00,374.90,368.00,369.95,370.197001394700139470,2868,58,1061725.00,6.90,1.95
9-August-2011,368.00,372.45,367.00,369.30,370.432583130575831305,9864,150,3653947.00,5.45,1.30
10-August-2011,372.40,377.05,370.25,372.75,374.403700148355004799,11459,135,4290292.00,6.80,0.35
11-August-2011,372.85,375.75,371.15,373.20,374.312317571511967308,8565,69,3205985.00,4.60,0.35
12-August-2011,370.00,376.00,370.00,373.50,373.869239013933547695,6531,61,2441740.00,6.00,3.50
16-August-2011,374.80,375.00,372.10,373.50,373.760615475662080189,6759,34,2526248.00,2.90,-1.30
17-August-2011,372.05,372.90,371.35,372.00,371.964598401218119527,2627,22,977151.00,1.55,-0.05
18-August-2011,371.40,372.90,367.35,368.70,370.163643380934002315,12955,100,4795470.00,5.55,-2.70
19-August-2011,363.00,367.00,361.00,362.35,364.734252345395366647,5223,67,1905007.00,6.00,-0.65
22-August-2011,363.00,363.00,352.10,358.25,361.927973199329983249,597,18,216071.00,10.90,-4.75
23-August-2011,361.00,361.00,345.00,349.00,351.721893491124260355,507,87,178323.00,16.00,-12.00
24-August-2011,361.35,361.35,347.10,351.10,351.223360655737704918,488,29,171397.00,14.25,-10.25
25-August-2011,353.05,358.00,347.00,348.25,352.492178098676293622,1662,39,585842.00,11.00,-4.80
26-August-2011,347.00,352.00,318.00,329.65,332.349375289217954650,2161,113,718207.00,34.00,-17.35
29-August-2011,337.95,337.95,331.00,332.05,331.243644067796610169,472,13,156347.00,6.95,-5.90
30-August-2011,338.00,338.00,328.00,335.80,333.607799852832965415,1359,68,453373.00,10.00,-2.20
2-September-2011,335.80,351.95,335.80,338.35,338.591059602649006622,2416,71,818036.00,16.15,2.55
5-September-2011,334.00,339.80,322.00,330.15,328.930658741951461119,4038,48,1328222.00,17.80,-3.85
6-September-2011,330.15,330.15,321.00,327.75,323.761986057760705648,7029,74,2275723.00,9.15,-2.40
7-September-2011,338.25,338.25,321.10,325.80,329.947236180904522613,5572,64,1838466.00,17.15,-12.45
8-September-2011,323.60,327.50,323.00,327.45,324.614814814814814814,135,15,43823.00,4.50,3.85
9-September-2011,330.00,330.00,324.35,326.15,326.339130434782608695,460,23,150116.00,5.65,-3.85
12-September-2011,315.00,321.05,303.00,313.30,310.247875354107648725,1412,146,438070.00,18.05,-1.70
13-September-2011,306.00,324.75,306.00,319.20,318.677108433734939759,415,51,132251.00,18.75,13.20
14-September-2011,329.85,329.85,316.00,316.45,317.209677419354838709,186,15,59001.00,13.85,-13.40
15-September-2011,314.00,324.95,314.00,315.35,316.504731861198738170,317,53,100332.00,10.95,1.35
16-September-2011,321.00,321.00,309.00,310.15,311.550480769230769230,416,42,129605.00,12.00,-10.85
19-September-2011,314.95,314.95,304.00,305.75,306.467084639498432601,319,45,97763.00,10.95,-9.20
20-September-2011,306.00,313.00,305.10,307.70,307.317434210526315789,608,70,186849.00,7.90,1.70
21-September-2011,309.00,325.00,301.25,317.45,314.805976806422836752,2242,122,705795.00,23.75,8.45
22-September-2011,324.55,324.75,302.50,310.15,317.939094221759500260,1921,193,610761.00,22.25,-14.40
