Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Spread High-Low,Spread Close-Open
6-June-2011,357.80,357.80,350.00,352.00,351.464406779661016949,295,9,103682.00,7.80,-5.80
7-June-2011,356.00,387.75,356.00,373.75,371.731652661064425770,3570,161,1327082.00,31.75,17.75
8-June-2011,379.40,379.40,370.00,375.65,375.907599309153713298,1158,62,435301.00,9.40,-3.75
9-June-2011,376.00,376.00,365.20,375.55,369.702040816326530612,245,22,90577.00,10.80,-0.45
10-June-2011,389.00,391.95,370.00,373.80,375.440268456375838926,745,36,279703.00,21.95,-15.20
13-June-2011,391.90,391.90,369.00,371.95,370.846704871060171919,698,29,258851.00,22.90,-19.95
14-June-2011,372.00,372.00,365.00,367.55,369.244556113902847571,597,48,220439.00,7.00,-4.45
15-June-2011,370.00,376.00,355.10,359.70,362.863360881542699724,1815,74,658597.00,20.90,-10.30
16-June-2011,369.00,375.00,352.50,354.80,357.518970189701897018,1476,91,527698.00,22.50,-14.20
17-June-2011,360.00,369.40,353.00,365.75,362.972304065998821449,1697,66,615964.00,16.40,5.75
20-June-2011,371.50,371.50,350.00,353.80,361.914110429447852760,326,30,117984.00,21.50,-17.70
21-June-2011,360.00,365.00,358.00,360.00,360.050264550264550264,2268,26,816594.00,7.00,0.00
22-June-2011,355.00,362.00,352.05,360.65,356.799729364005412719,739,23,263675.00,9.95,5.65
23-June-2011,359.00,359.00,355.00,357.00,356.780303030303030303,132,14,47095.00,4.00,-2.00
24-June-2011,361.00,363.90,350.00,352.30,352.560606060606060606,528,54,186152.00,13.90,-8.70
27-June-2011,355.00,378.90,355.00,369.80,370.421285514671634839,4294,75,1590589.00,23.90,14.80
28-June-2011,370.00,372.70,362.25,362.65,363.833726415094339622,848,24,308531.00,10.45,-7.35
29-June-2011,368.00,369.00,360.00,361.00,361.401496259351620947,401,19,144922.00,9.00,-7.00
30-June-2011,365.00,368.40,362.00,365.00,365.022727272727272727,88,14,32122.00,6.40,0.00
1-July-2011,367.00,377.70,366.90,374.10,372.013534617386777719,1921,53,714638.00,10.80,7.10
4-July-2011,384.80,385.00,370.00,379.30,381.130242825607064017,2718,90,1035912.00,15.00,-5.50
5-July-2011,368.80,392.80,368.00,388.60,382.528980679546968687,1501,55,574176.00,24.80,19.80
6-July-2011,380.00,394.90,380.00,388.05,389.469764263751281175,2927,97,1139978.00,14.90,8.05
7-July-2011,392.50,414.70,392.50,411.10,404.913605964258305010,18242,594,7386434.00,22.20,18.60
8-July-2011,418.95,419.40,400.00,404.50,412.879465776293823038,5990,148,2473148.00,19.40,-14.45
11-July-2011,396.85,409.40,396.85,400.45,402.234657039711191335,831,42,334257.00,12.55,3.60
12-July-2011,405.00,406.95,385.00,392.05,397.117997616209773539,839,54,333182.00,21.95,-12.95
13-July-2011,404.85,404.85,394.00,398.60,397.385514018691588785,856,24,340162.00,10.85,-6.25
14-July-2011,405.75,405.80,395.05,400.00,402.155411655874190564,1081,26,434730.00,10.75,-5.75
15-July-2011,419.40,419.40,392.10,401.45,399.759659090909090909,1760,55,703577.00,27.30,-17.95
18-July-2011,409.50,409.50,397.00,402.85,402.205566406250000000,2048,43,823717.00,12.50,-6.65
19-July-2011,408.95,429.00,405.20,424.55,421.099775877811903378,12047,287,5072989.00,23.80,15.60
20-July-2011,429.05,432.00,417.00,421.65,424.791976840363937138,2418,81,1027147.00,15.00,-7.40
21-July-2011,428.80,428.80,415.00,416.75,419.098648648648648648,740,39,310133.00,13.80,-12.05
22-July-2011,417.00,427.90,415.30,423.50,424.551771585827313381,2907,61,1234172.00,12.60,6.50
25-July-2011,428.90,435.00,420.50,429.90,427.149377593360995850,3615,73,1544145.00,14.50,1.00
26-July-2011,438.70,438.70,415.55,421.80,421.645011600928074245,1724,37,726916.00,23.15,-16.90
27-July-2011,426.00,426.00,411.55,414.20,414.804109589041095890,730,36,302807.00,14.45,-11.80
28-July-2011,414.00,418.90,411.00,416.55,414.754152823920265780,301,21,124841.00,7.90,2.55
29-July-2011,425.95,425.95,400.00,404.20,410.129651860744297719,1666,65,683276.00,25.95,-21.75
1-August-2011,396.00,413.00,391.00,393.65,395.897597977243994943,1582,65,626310.00,22.00,-2.35
2-August-2011,394.00,394.00,385.25,386.95,389.563636363636363636,935,27,364242.00,8.75,-7.05
3-August-2011,395.00,398.00,374.50,381.15,378.745198463508322663,781,59,295800.00,23.50,-13.85
4-August-2011,389.00,408.00,387.50,403.30,402.352523874488403819,3665,142,1474622.00,20.50,14.30
5-August-2011,385.50,394.90,370.05,381.05,381.297438511533069963,7847,115,2992041.00,24.85,-4.45
8-August-2011,365.00,373.90,365.00,369.90,369.884256719692814042,1823,78,674299.00,8.90,4.90
9-August-2011,366.05,370.00,362.55,364.10,366.286109829257037378,2167,57,793742.00,7.45,-1.95
10-August-2011,361.00,380.90,361.00,376.00,375.871394230769230769,832,34,312725.00,19.90,15.00
11-August-2011,394.00,395.00,372.10,376.65,381.811231713072203869,2119,137,809058.00,22.90,-17.35
12-August-2011,404.95,404.95,379.10,388.00,387.207113912651958577,2221,61,859987.00,25.85,-16.95
16-August-2011,389.95,389.95,360.00,363.05,363.749408983451536643,423,30,153866.00,29.95,-26.90
