Date,Open,High,Low,Close,    Volume,SwingPoint
20110606,1697.25,1734.40,1697.25,1725.00,    209271,SPH
20110607,1719.00,1727.00,1697.50,1705.80,    165685,
20110608,1702.00,1718.00,1694.00,1700.45,    127670,
20110609,1696.00,1728.00,1693.05,1722.00,    193865,
20110610,1718.25,1730.00,1679.00,1693.70,    166659,
20110613,1690.00,1712.75,1678.20,1707.90,    168005,
20110614,1711.50,1732.85,1711.50,1730.15,    181891,SPH
20110615,1729.00,1731.00,1710.00,1713.95,     86455,
20110616,1703.00,1709.00,1673.35,1679.70,    135554,
20110617,1694.00,1700.00,1662.50,1679.80,    120303,
20110620,1678.00,1697.70,1643.80,1658.55,    137366,
20110621,1662.20,1679.45,1635.00,1646.20,    134168,SPL
20110622,1652.20,1672.40,1649.30,1652.95,    128322,
20110623,1653.00,1675.00,1640.55,1668.15,    134426,
20110624,1679.90,1745.00,1675.65,1739.00,    304901,
20110627,1717.00,1790.00,1717.00,1785.70,    353293,
20110628,1790.10,1804.15,1774.05,1799.75,    311240,
20110629,1805.20,1809.00,1788.00,1800.90,    185197,
20110630,1815.00,1836.95,1795.00,1822.65,    235149,
20110701,1840.00,1846.10,1803.00,1807.75,    146364,
20110704,1815.30,1824.90,1781.35,1791.80,    140793,
20110705,1795.10,1810.00,1780.00,1791.55,    156877,
20110706,1787.95,1820.00,1784.00,1806.80,    163639,
20110707,1808.10,1865.00,1808.10,1861.25,    296331,
20110708,1857.00,1867.85,1822.70,1835.15,    256046,SPH
20110711,1829.80,1849.00,1821.75,1830.25,    109344,
20110712,1811.50,1824.50,1766.35,1777.45,    237985,SPL
20110713,1787.90,1808.40,1783.15,1800.55,    111768,
20110714,1795.00,1839.35,1781.50,1815.95,    203429,
20110715,1815.95,1829.95,1801.10,1818.00,    115391,
20110718,1822.30,1828.80,1785.50,1791.50,    307721,
20110719,1787.00,1817.80,1782.00,1810.70,    150963,
20110720,1818.20,1828.00,1790.00,1798.40,    125428,
20110721,1796.20,1812.75,1787.00,1790.05,    104206,
20110722,1804.70,1829.40,1797.35,1825.50,    138454,
