Date,Open,High,Low,Close,    Volume,SwingPoint
20110606,444.50,446.40,441.20,444.95,     10048,SPL
20110607,444.50,456.00,443.50,451.55,    541863,
20110608,452.30,456.70,452.00,452.90,    405665,
20110609,455.00,461.60,452.55,458.55,    301482,
20110610,465.00,465.00,455.80,457.20,     27907,SPH
20110613,461.60,461.60,451.00,456.00,     14918,
20110614,457.00,461.50,456.00,458.25,     11379,
20110615,458.50,458.95,452.85,454.65,     12007,
20110616,445.00,453.95,445.00,449.25,    411575,
20110617,445.20,450.00,439.15,439.70,    179539,
20110620,438.00,439.50,420.25,423.30,    544343,SPL
20110621,426.00,437.90,424.95,434.95,    527148,
20110622,440.00,440.00,428.00,428.50,      6352,
20110623,428.30,431.85,425.00,427.15,      7924,
20110624,430.00,438.20,426.50,436.05,     75147,
20110627,432.80,449.95,432.80,449.00,     23057,
20110628,452.00,454.00,441.50,446.55,     25515,
20110629,449.70,455.95,445.10,450.50,     30473,
20110630,450.00,454.45,445.00,451.80,     16024,SPL
20110701,452.00,453.70,448.25,450.30,      7259,
20110704,453.70,459.00,452.00,456.45,     19406,
20110705,457.00,458.00,449.50,456.55,     11653,
20110706,456.75,462.45,455.20,460.35,     22364,
20110707,461.00,476.60,457.10,470.75,    101957,SPH
20110708,473.00,473.00,458.00,460.45,    322042,
20110711,459.70,459.70,451.00,454.65,     10576,
20110712,450.70,454.40,444.40,448.80,     15514,SPL
20110713,450.30,456.85,447.25,454.95,     30212,
20110714,454.90,461.40,450.05,454.65,     38178,
20110715,454.20,463.00,452.10,456.60,     21900,
20110718,456.50,461.90,454.40,460.85,     54164,
20110719,463.00,464.70,458.00,460.50,     11292,
20110720,464.80,465.50,457.00,458.80,     24178,SPH
20110721,443.25,460.20,443.25,457.45,     14240,
20110722,458.20,461.65,456.05,457.55,     71913,
20110725,458.05,462.30,456.00,457.70,     10632,
20110726,458.30,459.00,445.00,448.75,     15653,
20110727,449.85,451.90,439.05,440.10,     29995,
20110728,441.00,441.00,431.00,432.50,     13737,
20110729,433.80,434.40,422.50,425.30,     20219,SPH
20110801,428.00,428.00,410.50,420.20,     36612,
20110802,420.40,420.40,404.05,404.75,     16379,
20110803,400.25,408.00,392.10,406.10,     25057,
20110804,409.95,413.80,400.00,401.55,     36956,
20110805,384.00,400.00,382.05,389.70,     39977,
20110808,389.00,394.75,372.60,384.90,     36174,
20110809,376.80,391.05,370.15,383.95,     34942,
20110810,392.00,403.00,386.55,399.80,     66424,
20110811,393.50,404.80,393.00,399.85,     10608,
20110812,403.50,405.20,385.20,391.60,     87108,SPH
20110816,392.00,392.00,378.50,383.50,     18557,
20110817,382.00,382.85,363.50,366.25,     18485,
20110818,367.50,371.95,363.90,367.45,     18257,
20110819,366.55,366.55,350.65,357.25,     22394,
20110822,357.00,360.00,348.95,354.50,     29509,
20110823,354.00,354.00,341.25,346.75,    149505,
20110824,347.60,358.80,347.00,353.70,     28090,
20110825,352.90,356.95,346.00,349.90,     22218,
20110826,352.00,354.00,328.00,333.90,     14889,SPL
20110829,337.90,355.00,336.90,352.40,     12438,
20110830,356.00,373.00,356.00,370.45,     21827,
20110902,370.65,374.00,362.00,366.40,     16941,
20110905,366.00,387.45,352.50,385.75,     26092,
20110906,380.10,386.15,372.00,374.55,     15856,
20110907,375.00,380.75,374.15,376.35,     19079,
20110908,379.00,388.50,373.00,383.05,     34851,
20110909,385.40,399.00,382.20,384.65,     57046,SPH
20110912,382.90,384.00,364.05,365.85,     20370,
20110913,363.35,376.80,360.60,364.65,     18640,SPL
20110914,367.45,371.00,361.30,368.90,     10350,
20110915,373.00,378.00,369.05,374.05,     13701,
20110916,379.00,379.00,366.50,371.65,     21453,
20110919,369.75,372.00,367.05,369.10,      5793,
20110920,369.45,379.45,368.30,377.10,     16119,
20110921,397.70,397.70,373.25,375.90,     15979,SPH
20110922,369.00,370.30,358.05,361.55,     24617,
20110923,359.25,368.75,352.40,360.60,     15861,
20110926,359.55,362.95,353.00,357.15,     49909,
20110927,363.45,377.45,360.60,374.95,     28830,
20110928,371.25,376.00,340.25,369.45,     11365,SPL
20110929,364.85,375.00,361.25,369.20,     11120,
20110930,367.90,374.10,362.15,367.05,     11440,SPH
20111003,363.15,363.60,355.75,359.00,      9584,
20111004,361.00,366.95,346.10,349.10,     19963,
20111005,353.40,353.55,340.30,341.80,     25310,
20111007,343.10,359.25,343.10,351.35,     13015,
20111010,354.70,365.00,352.00,362.55,     19291,SPL
20111011,366.00,370.70,362.60,367.30,     18113,
20111012,369.30,384.00,368.00,379.00,     17326,
20111013,384.00,387.65,377.90,383.25,     20474,
20111014,378.50,389.75,378.50,387.30,     12735,
20111017,391.50,396.90,384.00,386.40,     11999,
20111018,385.00,385.00,375.00,377.10,     10770,
20111019,380.45,391.80,380.45,390.40,     10221,SPL
20111020,386.30,398.00,385.00,395.75,     14302,
20111021,399.00,400.25,382.00,383.60,     32609,
20111024,393.00,397.90,382.10,383.95,     23172,
20111025,387.00,394.00,385.05,389.60,     42093,
20111026,399.00,399.00,391.25,393.30,      1916,
20111028,399.50,414.00,399.50,411.25,     31813,
20111031,410.00,417.00,407.00,414.95,     22154,
20111101,414.50,417.45,409.25,415.25,     27230,
20111102,410.05,415.90,409.00,411.75,      8408,
20111103,418.00,418.00,411.00,414.00,      8618,
20111104,417.55,422.00,416.55,417.90,     13180,SPH
20111108,420.15,421.90,411.25,413.65,      8308,
20111109,415.00,415.00,401.25,403.45,     22478,
20111111,400.00,403.90,393.10,400.45,      7522,
20111114,402.55,406.00,387.25,390.45,     15648,
20111115,383.90,389.65,373.10,378.45,      9795,
