Date,Open,High,Low,Close,    Volume,SwingPoint
20110606,662.00,673.65,658.15,671.20,    103518,
20110607,666.00,674.40,662.70,670.60,     73019,SPH
20110608,665.55,670.15,658.55,659.65,     63234,
20110609,660.00,663.00,651.60,655.15,    115009,
20110610,658.00,659.00,646.00,650.95,     84365,
20110613,651.95,661.50,646.00,657.50,     75076,
20110614,648.45,654.00,643.00,648.15,  17549891,
20110615,652.00,658.50,645.30,647.00,     87986,
20110616,646.00,656.30,642.40,648.55,     66875,
20110617,653.70,653.70,637.10,639.15,     86684,
20110620,639.00,641.00,626.10,630.95,    120865,SPL
20110621,631.00,648.40,631.00,642.15,    128902,
20110622,639.40,645.95,635.25,643.55,     83868,
20110623,642.00,646.00,636.05,638.50,     51180,
20110624,642.00,669.40,641.20,666.95,    493429,
20110627,661.00,682.60,661.00,674.20,    240033,
20110628,680.00,690.70,674.80,688.90,    170815,
20110629,691.00,699.30,691.00,695.70,    142258,
20110630,697.00,707.00,695.00,703.85,    187168,
20110701,703.85,712.45,700.00,701.75,     91221,
20110704,709.00,709.00,695.00,699.50,     90324,
20110705,703.00,703.00,690.25,700.25,     75732,
20110706,700.00,712.20,695.35,708.85,    112765,
20110707,712.00,724.40,712.00,722.70,    169231,
20110708,724.00,732.00,710.10,711.95,    286154,SPH
20110711,710.30,713.90,702.50,707.50,    258622,
20110712,700.00,707.70,686.70,690.50,     86084,
20110713,692.90,698.00,685.15,695.50,    113191,SPL
20110714,692.00,710.00,687.20,702.55,    118248,
20110715,707.00,708.70,691.10,693.45,     88825,
20110718,697.00,701.85,690.00,700.30,    394624,
20110719,702.00,707.20,695.05,702.70,    117732,
20110720,707.00,709.00,692.95,695.45,     58793,
20110721,694.05,701.00,692.00,696.65,     33199,
20110722,705.90,712.10,699.55,706.05,    135758,
20110725,706.00,708.90,696.10,707.00,    139346,
20110726,708.00,713.85,687.30,694.10,     87314,SPH
20110727,694.00,705.40,687.00,703.30,    134658,
20110728,699.00,699.00,685.00,688.00,     40278,
20110729,688.00,692.45,676.15,688.50,     79519,
20110801,697.95,706.50,691.10,695.20,    104203,
20110802,691.00,692.30,683.20,684.70,     52529,
20110803,680.00,684.25,676.60,679.80,    128661,
20110804,685.20,695.40,674.00,676.30,     59036,SPH
