Date,Open,High,Low,Close,    Volume,SwingPoint
20110606,39.55,41.25,39.00,40.35,     34559,SPL
20110607,40.95,42.60,40.25,41.60,    113540,
20110608,41.45,43.15,41.45,42.35,     96430,
20110609,42.50,44.30,42.50,43.55,     91775,
20110610,43.90,44.50,42.60,42.85,     47963,SPH
20110613,43.25,43.25,42.00,42.60,     26279,
20110614,42.35,43.10,41.50,42.75,     72089,
20110615,42.10,43.50,42.00,43.00,     71278,
20110616,43.45,43.45,41.75,42.10,     20161,
20110617,42.15,43.00,40.85,41.40,     52517,
20110620,41.30,42.25,40.25,40.45,     51546,
20110621,41.00,41.00,39.65,39.95,     42843,SPL
20110622,40.00,40.90,39.95,40.10,     21357,
20110623,40.50,40.50,39.90,40.00,     29328,
20110624,40.05,41.55,40.05,41.35,     64960,
20110627,42.00,42.50,41.20,41.55,     18451,
20110628,42.40,43.60,41.50,43.30,     63291,
20110629,44.00,45.00,41.85,42.30,    106874,
20110630,42.80,42.80,41.30,42.60,     33632,SPL
20110701,42.80,43.60,42.30,43.00,     44650,
20110704,43.50,44.40,43.25,44.10,     71028,
20110705,44.00,45.00,43.15,44.20,     93534,
20110706,45.00,46.25,43.60,44.05,     41784,
20110707,44.80,45.40,44.50,44.95,     77454,
20110708,45.00,45.20,43.80,45.05,    112399,
20110711,46.45,47.00,44.60,44.90,    353210,SPH
20110712,45.00,45.00,43.50,43.85,     59527,
20110713,44.95,45.00,42.70,43.10,     75914,SPL
20110714,43.10,43.85,42.85,43.50,    112114,
20110715,43.70,44.00,43.00,43.50,    131362,
20110718,42.70,44.20,42.70,43.20,     35238,
20110719,43.50,44.70,43.10,44.30,    421681,
20110720,44.50,45.10,44.00,44.20,     72139,
20110721,44.20,44.70,44.00,44.10,     39265,
20110722,44.60,44.60,43.85,44.15,     32302,
20110725,44.50,44.95,44.00,44.70,     61561,
20110726,44.95,45.00,43.00,43.35,     61663,SPL
20110727,44.00,47.40,43.90,46.10,    300043,SPH
20110728,46.10,46.80,45.55,46.30,     73946,
20110729,46.00,46.35,45.00,45.05,     46670,
20110801,45.25,46.80,44.10,46.20,     99922,
20110802,46.00,46.00,45.20,45.55,     38997,
20110803,45.40,45.55,44.25,45.00,     19511,
20110804,45.05,45.10,44.10,44.50,     26124,
20110805,43.50,44.35,42.00,43.90,     74312,SPH
20110808,43.05,43.20,40.90,41.90,     49899,
20110809,42.00,42.95,40.00,42.15,     41296,SPL
20110810,42.95,44.05,42.65,43.75,     30044,
20110811,43.70,43.90,43.25,43.40,      7031,
20110812,44.00,44.30,42.95,43.20,     26549,
20110816,43.20,43.95,42.50,42.90,     23841,
20110817,41.70,43.25,41.15,42.55,     14637,SPH
20110818,42.75,42.75,41.05,41.35,     17116,
20110819,40.50,42.00,40.40,41.80,     22963,SPL
20110822,42.00,42.90,40.95,42.40,     26522,
20110823,42.45,42.70,42.00,42.50,      7018,
20110824,42.20,42.50,41.80,42.20,      8221,
20110825,42.50,42.50,41.55,41.80,      5870,
20110826,41.55,42.25,41.00,41.30,     20935,
20110829,42.40,42.40,41.50,41.85,     17300,
20110830,42.45,42.45,41.60,41.75,     16338,
20110902,41.90,42.35,41.15,42.00,     58974,
20110905,42.15,42.60,41.15,41.80,     10198,
20110906,42.25,42.95,41.25,41.95,      8404,SPH
20110907,42.50,42.50,41.55,41.95,     19592,
20110908,42.05,42.40,41.50,41.70,      3437,
20110909,41.95,42.45,41.15,41.25,      8220,
20110912,41.50,42.50,41.05,41.70,      8076,
20110913,41.60,42.25,41.45,41.75,      9266,
20110914,41.95,41.95,41.15,41.45,      5911,
20110915,41.35,41.75,41.30,41.35,      5247,
20110916,41.50,41.75,41.05,41.20,     28667,
20110919,41.50,42.05,41.00,41.20,     15309,SPH
20110920,41.50,41.75,41.15,41.40,      5565,
20110921,41.50,41.80,41.20,41.35,     12334,
20110922,41.55,41.55,40.75,41.05,     16027,
20110923,41.15,41.60,40.50,41.40,     16027,
20110926,41.50,41.90,40.50,41.25,     13800,
20110927,41.25,42.00,40.65,41.00,     14911,
20110928,41.00,41.40,39.70,40.15,     10696,SPH
20110929,40.15,40.45,39.15,39.95,     14167,
20110930,40.25,40.25,39.15,39.50,     13799,
20111003,39.25,39.60,38.55,38.95,     14973,
20111004,39.00,39.60,38.30,38.95,     13131,
20111005,39.65,39.65,38.30,38.80,      8360,
20111007,40.85,40.85,38.65,38.85,      7438,
20111010,39.60,39.60,37.90,38.75,     11877,
20111011,38.80,39.70,38.65,38.80,      5899,
20111012,39.45,39.50,38.40,38.75,     11189,
20111013,38.75,39.50,37.25,38.70,     11703,SPL
20111014,39.55,40.25,38.70,39.40,     10996,SPH
20111017,39.50,39.75,38.60,38.65,     13992,
20111018,39.20,39.20,38.50,38.90,      3180,
20111019,38.50,39.60,38.15,39.30,     10575,
20111020,39.00,39.40,38.55,38.95,      6532,
20111021,39.00,39.30,38.50,38.90,      2219,
20111024,39.45,39.90,38.00,38.90,     11278,SPL
20111025,38.65,39.00,38.25,38.60,      6535,
20111026,39.95,40.00,38.50,39.05,      3284,
20111028,39.05,39.75,38.60,39.15,     19033,
20111031,39.50,40.80,39.10,39.30,     17539,SPH
20111101,40.00,40.40,38.65,38.70,     16597,
20111102,39.75,39.75,38.50,38.80,      9757,
20111103,40.00,40.50,39.35,39.55,     28756,
20111104,39.70,40.40,39.55,39.75,     20010,
20111108,40.00,40.00,38.80,39.00,     18282,
20111109,39.85,39.95,39.50,39.75,     14988,
20111111,39.25,40.05,38.60,38.75,     12286,SPH
20111114,38.55,39.00,37.25,37.85,     13643,
20111115,37.85,38.25,37.00,37.20,      6431,
20111116,37.95,37.95,35.40,36.20,     10171,
20111117,37.00,37.25,35.80,36.00,      3154,
