Date,Open,High,Low,Close,    Volume,SwingPoint
20110606,136.00,137.25,115.15,135.50,     66059,SPL
20110607,135.95,141.00,130.05,132.65,     10526,
20110608,133.25,140.00,133.25,139.45,     20183,
20110609,140.00,140.00,136.00,137.15,      5519,
20110610,140.00,140.00,136.05,139.05,      9326,
20110613,139.00,143.00,134.05,139.35,     63347,SPH
20110614,140.10,140.10,136.00,139.65,      9997,
20110615,138.90,138.90,135.45,137.15,      4141,
20110616,131.00,138.50,131.00,137.85,      5660,
20110617,135.35,137.50,132.40,135.25,     14111,
20110620,134.00,134.50,125.35,129.15,     29477,
20110621,130.00,130.50,124.00,126.15,     11148,
20110622,125.90,125.90,123.30,123.95,      7687,
20110623,123.10,123.10,117.00,118.95,     11557,SPL
20110624,123.70,123.70,117.00,121.15,     11767,
20110627,126.95,126.95,120.05,121.25,      5140,
20110628,123.00,125.00,121.00,123.80,      3757,
20110629,124.95,125.00,122.95,125.00,     14661,
20110630,131.90,131.90,123.00,124.70,      4882,
20110701,124.95,127.00,122.55,124.95,    134175,
20110704,128.00,130.00,125.55,129.55,    124048,
20110705,132.00,132.00,125.30,131.00,     13482,
20110706,130.00,133.40,129.00,132.30,     46559,SPH
20110707,130.00,133.00,129.00,129.85,     12564,
20110708,129.10,130.95,123.35,124.15,     12406,
20110711,123.15,128.00,123.10,127.00,      5547,
20110712,124.60,125.95,120.00,121.45,     19350,
20110713,119.05,124.50,119.05,123.05,      8624,SPL
20110714,124.00,126.00,121.60,125.20,     14242,
20110715,124.75,132.95,124.75,129.15,     12155,
20110718,133.05,137.90,131.60,134.35,     42809,SPH
20110719,135.00,137.00,132.00,133.35,     24980,
20110720,134.55,135.00,132.15,133.35,     12274,
20110721,133.15,133.25,132.05,132.55,      6181,
20110722,132.00,136.80,132.00,133.45,     17272,
20110725,129.00,135.00,128.10,128.60,     13966,
20110726,128.05,128.95,127.00,127.25,      7071,
20110727,125.75,128.05,125.60,126.90,      3091,
20110728,129.95,130.00,127.00,128.65,      6643,SPH
20110729,128.30,129.00,127.10,127.15,      2830,
20110801,127.25,127.50,125.10,125.15,      8228,
20110802,125.05,127.20,119.00,122.00,      5135,
20110803,120.00,122.00,114.15,116.10,      6854,
20110804,115.15,120.00,107.10,108.70,    101540,
20110805,106.10,112.00,104.10,111.05,     24477,
20110808,110.00,113.50,100.25,112.60,     29551,SPL
20110809,106.00,112.45,106.00,109.10,     54299,
20110810,112.75,116.95,112.00,114.05,     29752,
20110811,111.05,115.00,111.00,113.60,     11811,
20110812,117.40,117.40,113.15,113.15,      1993,SPH
20110816,114.25,115.50,113.15,113.70,     10336,
20110817,113.25,114.00,111.00,112.55,      7115,
20110818,112.10,112.10,107.95,109.10,      6734,
20110819,108.95,109.00,102.15,105.30,     25045,SPL
20110822,103.20,108.00,103.10,105.50,      4833,
20110823,106.25,110.00,106.25,109.00,     11223,
20110824,110.00,110.00,105.10,106.65,      8923,SPH
20110825,106.10,108.70,104.50,106.85,      5045,
20110826,106.00,106.00,104.10,104.85,      3528,
20110829,106.00,106.00,104.90,105.00,     52744,
20110830,106.50,106.90,105.00,105.75,      6806,SPL
20110902,108.00,108.65,106.00,107.40,      3022,
20110905,109.90,109.90,106.00,108.20,      7232,
20110906,108.90,108.95,106.25,108.95,      5380,
20110907,111.45,111.45,109.10,110.00,      5130,
20110908,110.00,110.50,109.45,109.65,      5106,
20110909,112.95,112.95,108.00,108.00,      2484,SPH
20110912,107.00,109.70,103.00,106.85,     16051,
20110913,109.00,109.00,106.00,106.90,      8526,
20110914,109.75,110.25,105.15,106.45,      4851,
20110915,107.00,107.00,103.50,103.95,      4468,
20110916,104.15,106.95,104.10,106.95,      4984,
20110919,106.85,106.85,104.00,105.95,       818,
20110920,104.20,108.90,102.25,106.05,      6597,
