Date,Open,High,Low,Close,    Volume,SwingPoint
20110606,997.70,1015.00,982.25,1007.00,       449,SPL
20110607,996.00,1024.50,996.00,1008.20,       143,
20110608,1020.50,1021.00,1010.00,1019.00,       202,
20110609,1023.00,1025.00,1020.00,1020.00,       385,
20110610,1037.40,1037.40,1020.00,1020.10,       551,
20110613,1027.80,1027.80,1020.00,1020.25,       566,
20110614,1025.00,1083.00,1020.00,1044.85,      3448,SPH
20110615,1050.00,1054.85,1027.35,1032.60,       309,
20110616,1030.10,1030.10,1025.00,1026.00,       158,
20110617,1057.00,1057.00,1030.10,1038.40,       173,
20110620,1021.00,1040.00,1020.00,1025.80,       853,
20110621,1029.00,1035.00,1021.50,1035.00,       130,
20110622,1035.00,1035.00,1020.00,1020.00,        52,
20110623,1020.00,1030.10,1020.00,1020.00,        65,
20110624,1042.00,1042.00,1012.10,1019.60,       645,
20110627,1038.00,1038.00,1005.05,1030.00,      1444,SPL
20110628,1035.00,1066.00,1035.00,1052.60,       243,
20110629,1059.95,1064.00,1040.10,1056.90,       144,
20110630,1056.00,1081.00,1056.00,1066.25,       302,
20110701,1110.90,1139.70,1080.00,1115.45,      1416,
20110704,1147.10,1147.10,1100.00,1100.95,      1112,
20110705,1100.00,1118.80,1062.00,1066.45,      1455,
20110706,1055.00,1123.00,1055.00,1110.60,       788,SPL
20110707,1123.00,1139.00,1115.00,1134.80,       530,
20110708,1145.00,1167.90,1126.70,1150.65,     53965,
20110711,1176.00,1176.00,1132.15,1151.65,       462,
20110712,1135.00,1180.80,1130.00,1173.10,      1818,
20110713,1188.00,1194.85,1167.00,1171.00,       536,
20110714,1183.20,1220.00,1175.00,1209.35,      1193,
20110715,1236.00,1236.00,1191.00,1210.50,       696,
20110718,1203.00,1229.00,1200.00,1204.35,       519,
20110719,1170.30,1237.95,1160.40,1219.20,       571,SPL
20110720,1230.00,1245.00,1210.00,1224.45,       681,
20110721,1202.00,1210.00,1181.10,1202.00,       206,
20110722,1190.00,1200.00,1168.90,1181.70,      1288,
20110725,1191.00,1205.00,1190.00,1199.30,       472,
20110726,1199.30,1219.60,1186.10,1197.60,       972,
20110727,1205.00,1238.00,1205.00,1211.55,       373,
20110728,1201.10,1255.00,1195.95,1239.75,       840,SPL
20110729,1258.90,1323.90,1258.90,1302.90,      3644,SPH
20110801,1302.10,1320.00,1283.90,1304.80,      1474,
20110802,1323.90,1323.90,1290.00,1297.00,       962,
20110803,1255.00,1289.90,1250.00,1278.10,      1516,
20110804,1290.00,1318.00,1286.00,1290.00,      1063,
20110805,1276.00,1297.90,1260.10,1277.25,       703,
20110808,1256.00,1294.00,1225.05,1281.95,       757,SPL
20110809,1232.15,1263.85,1230.00,1243.20,       968,
20110810,1279.80,1279.80,1255.00,1255.20,       139,
20110811,1269.65,1284.00,1269.30,1280.20,       343,
20110812,1261.10,1295.00,1261.10,1275.00,       392,
20110816,1296.00,1330.90,1296.00,1315.00,      1632,SPH
20110817,1324.00,1329.70,1300.00,1309.70,       342,
20110818,1270.00,1278.00,1250.00,1252.05,       578,
20110819,1230.00,1230.00,1171.80,1185.90,       464,SPL
20110822,1190.10,1239.90,1190.10,1235.00,       278,
20110823,1240.00,1240.00,1211.00,1229.95,       329,
20110824,1238.95,1249.90,1195.00,1201.40,      5346,
20110825,1196.95,1229.00,1196.95,1224.45,      1512,
20110826,1225.00,1230.00,1195.00,1205.85,       508,
20110829,1229.50,1229.50,1202.00,1205.85,        64,
20110830,1224.95,1260.50,1220.95,1245.30,       153,
20110902,1196.40,1289.85,1196.40,1245.70,       165,SPL
20110905,1278.95,1312.35,1236.00,1296.45,       785,
20110906,1334.00,1334.00,1276.40,1289.50,       101,SPH
20110907,1309.90,1310.00,1274.50,1300.80,       413,
20110908,1290.00,1310.00,1281.10,1291.05,       156,
20110909,1304.00,1304.00,1265.60,1268.35,        53,
20110912,1236.00,1268.05,1222.00,1256.35,       581,
20110913,1319.90,1319.90,1265.10,1268.95,       108,
20110914,1310.95,1310.95,1265.00,1291.45,       227,SPL
20110915,1289.90,1300.00,1280.10,1297.35,       353,
20110916,1311.50,1311.50,1270.00,1287.45,       298,
20110919,1325.00,1325.00,1270.00,1274.50,       349,
20110920,1274.20,1315.00,1274.20,1304.95,       449,
20110921,1306.00,1310.00,1280.00,1307.10,       513,
20110922,1305.00,1332.00,1295.00,1321.45,      1451,SPH
20110923,1300.00,1322.60,1295.00,1300.00,      3506,
20110926,1329.95,1329.95,1300.00,1303.00,     49085,
20110927,1320.00,1323.25,1300.00,1306.90,       249,
20110928,1315.00,1315.00,1260.00,1271.75,       612,
20110929,1283.90,1283.90,1246.30,1255.15,       212,
20110930,1272.00,1282.00,1265.00,1279.30,       837,
20111003,1300.00,1300.00,1231.10,1286.15,       822,SPH
20111004,1299.95,1299.95,1235.10,1236.50,        84,
20111005,1266.65,1266.65,1220.00,1229.30,       296,SPL
20111007,1280.50,1280.50,1230.00,1233.75,       305,
20111010,1257.50,1257.50,1240.00,1247.25,       117,
20111011,1247.25,1260.00,1240.00,1240.80,       356,
20111012,1259.90,1259.90,1230.90,1232.75,       311,
20111013,1226.05,1254.00,1226.00,1247.00,        27,
20111014,1253.80,1265.00,1230.60,1253.40,       123,
20111017,1279.20,1279.20,1238.05,1279.00,        68,SPL
20111018,1260.00,1290.00,1252.25,1271.70,       111,
20111019,1287.95,1298.00,1266.05,1290.55,        73,
20111020,1275.35,1303.00,1275.35,1298.45,       867,
20111021,1326.00,1377.00,1312.00,1343.05,      1253,
20111024,1373.00,1405.00,1351.10,1359.60,      1071,
20111025,1343.05,1390.00,1343.05,1381.30,       371,
20111026,1380.00,1389.00,1331.35,1375.00,       565,
20111028,1387.00,1387.00,1350.00,1357.95,       351,
20111031,1369.00,1397.10,1331.20,1385.30,       235,SPL
20111101,1398.70,1411.00,1375.00,1398.10,       486,
20111102,1399.00,1415.00,1386.00,1400.80,       205,
20111103,1395.05,1412.00,1395.05,1406.70,       190,
20111104,1417.00,1430.00,1410.00,1423.55,       769,
20111108,1432.00,1510.00,1412.00,1490.30,       840,
20111109,1524.95,1524.95,1466.00,1494.95,      5287,SPH
20111111,1475.00,1493.75,1402.25,1417.50,       604,
20111114,1400.00,1400.00,1356.00,1362.45,       379,
20111115,1396.95,1396.95,1300.00,1313.65,       642,
20111116,1300.00,1315.00,1290.00,1290.90,       710,
20111117,1300.00,1326.95,1245.00,1255.40,       595,
20111118,1251.00,1284.00,1251.00,1273.00,       483,
20111121,1298.90,1298.90,1240.10,1250.80,       218,
20111122,1260.00,1285.00,1260.00,1274.00,       284,
20111123,1275.00,1290.15,1240.00,1253.85,       291,
20111124,1287.95,1287.95,1250.00,1269.65,        60,
20111125,1309.90,1309.90,1270.00,1270.00,         5,SPH
20111128,1296.50,1296.50,1215.00,1238.05,       992,SPL
20111129,1249.90,1270.00,1249.90,1267.20,       171,
20111130,1283.75,1283.75,1250.05,1250.70,        28,
20111201,1309.90,1309.90,1241.00,1248.80,       509,
20111202,1269.95,1278.00,1240.00,1270.85,       797,
20111205,1293.85,1293.85,1288.60,1288.60,         8,
20111207,1294.60,1294.60,1260.20,1262.00,        22,SPH
20111208,1260.20,1274.80,1257.05,1257.15,       144,
20111209,1290.00,1290.00,1250.00,1262.40,       637,
20111212,1279.95,1279.95,1231.00,1240.15,       138,
20111213,1259.90,1259.90,1259.90,1259.90,         2,
20111214,1255.00,1255.00,1205.05,1250.00,        85,
20111215,1210.00,1225.00,1190.00,1192.80,       307,
20111216,1209.90,1209.90,1175.00,1177.55,       368,
20111219,1155.00,1193.85,1150.00,1152.70,       239,
20111220,1132.05,1170.00,1132.05,1161.30,        96,
20111221,1191.85,1191.85,1130.00,1144.95,       631,
20111222,1151.00,1190.00,1125.15,1185.80,       429,SPL
20111223,1193.00,1193.00,1180.00,1180.00,        15,
20111226,1256.40,1256.40,1175.00,1177.15,        14,
20111227,1195.00,1195.00,1176.00,1176.00,        35,
20111228,1193.00,1199.00,1180.00,1194.90,        30,
20111229,1195.00,1195.00,1160.00,1165.70,       133,
20111230,1190.00,1190.00,1155.60,1155.60,        23,
20120102,1359.95,1359.95,1143.05,1195.00,       840,SPH
20120103,1167.05,1190.00,1165.00,1180.35,       138,
20120104,1197.90,1200.00,1170.00,1197.45,        47,
20120105,1195.00,1215.05,1193.50,1204.95,     70469,
20120106,1213.25,1213.25,1190.00,1209.20,     67236,
20120109,1225.00,1250.00,1220.00,1230.00,       515,
20120110,1283.90,1309.95,1245.00,1284.50,     51311,
20120111,1295.00,1300.00,1265.85,1287.85,     42080,
20120112,1287.00,1287.00,1287.00,1287.00,        10,
20120113,1294.00,1294.00,1270.00,1271.00,       154,
20120116,1290.00,1294.90,1252.80,1282.60,        24,SPL
20120117,1295.00,1308.00,1282.10,1300.55,       213,
20120118,1302.00,1317.95,1290.50,1310.30,       401,
20120119,1317.45,1349.90,1300.05,1321.35,       210,
20120120,1359.50,1359.50,1318.00,1332.65,       168,
